SENDTIME;RCVTIME
SUB;1605267002.5612364
A;1605267002.5774648
1605267009.9485335;1605267009.9863646
1605267010.1995122;1605267010.2803218
1605267010.45126;1605267010.525343
1605267010.7046976;1605267010.7764652
1605267010.956771;1605267011.0146189
1605267011.2096012;1605267011.2471216
1605267011.4619458;1605267011.525576
1605267011.7150278;1605267011.7796836
1605267011.9675796;1605267012.0198586
1605267012.219314;1605267012.2897594
1605267012.471944;1605267012.5341408
1605267012.7249913;1605267012.8022413
1605267012.977503;1605267013.0185852
1605267013.2288485;1605267013.2645612
1605267013.4848642;1605267013.5709405
1605267013.7387652;1605267013.7999938
1605267013.9900293;1605267014.0380266
1605267014.242717;1605267014.3104937
1605267014.4952822;1605267014.5645113
1605267014.7478821;1605267014.8197637
1605267015.0006237;1605267015.037169
1605267015.2531714;1605267015.326785
1605267015.5057845;1605267015.5642052
1605267015.759472;1605267015.8315802
1605267016.0121987;1605267016.0821764
1605267016.264758;1605267016.3274343
1605267016.5173953;1605267016.5864177
1605267016.769905;1605267016.8343978
1605267017.0223176;1605267017.0886834
1605267017.274936;1605267017.3432052
1605267017.5277586;1605267017.6038196
1605267017.7807417;1605267017.841329
1605267018.0333703;1605267018.1054578
1605267018.285862;1605267018.3440638
1605267018.53894;1605267018.6030185
1605267018.7915072;1605267018.860751
1605267019.044395;1605267019.1206262
1605267019.2968416;1605267019.3619318
1605267019.549409;1605267019.6170158
1605267019.8018274;1605267019.8745053
1605267020.0546005;1605267020.1091857
1605267020.3071268;1605267020.3705282
1605267020.5598528;1605267020.6299293
1605267020.8118756;1605267020.8775582
1605267021.0643036;1605267021.1100988
1605267021.317013;1605267021.3813345
1605267021.5694947;1605267021.6268005
1605267021.821833;1605267021.8788013
1605267022.0744383;1605267022.1406276
1605267022.3267243;1605267022.3943877
