SENDTIME;RCVTIME
SUB;1605267002.3267975
A;1605267002.3400478
1605267009.9485335;1605267009.98625
1605267010.1995122;1605267010.271687
1605267010.45126;1605267010.536127
1605267010.7046976;1605267010.7697465
1605267010.956771;1605267011.0125737
1605267011.2096012;1605267011.2479293
1605267011.4619458;1605267011.5292413
1605267011.7150278;1605267011.778059
1605267011.9675796;1605267012.0285592
1605267012.219314;1605267012.2903464
1605267012.471944;1605267012.536972
1605267012.7249913;1605267012.7942126
1605267012.977503;1605267013.0232852
1605267013.2288485;1605267013.2615988
1605267013.4848642;1605267013.5579903
1605267013.7387652;1605267013.8059924
1605267013.9900293;1605267014.047198
1605267014.242717;1605267014.309832
1605267014.4952822;1605267014.566411
1605267014.7478821;1605267014.816929
1605267015.0006237;1605267015.0463843
1605267015.2531714;1605267015.323138
1605267015.5057845;1605267015.562234
1605267015.759472;1605267015.8323252
1605267016.0121987;1605267016.0789135
1605267016.264758;1605267016.3222497
1605267016.5173953;1605267016.584357
1605267016.769905;1605267016.8393812
1605267017.0223176;1605267017.082208
1605267017.274936;1605267017.3380375
1605267017.5277586;1605267017.6081548
1605267017.7807417;1605267017.8404887
1605267018.0333703;1605267018.1039631
1605267018.285862;1605267018.349356
1605267018.53894;1605267018.6095877
1605267018.7915072;1605267018.865941
1605267019.044395;1605267019.1067877
1605267019.2968416;1605267019.3590777
1605267019.549409;1605267019.6125507
1605267019.8018274;1605267019.8678412
1605267020.0546005;1605267020.1186178
1605267020.3071268;1605267020.3652503
1605267020.5598528;1605267020.6337118
1605267020.8118756;1605267020.879048
1605267021.0643036;1605267021.102126
1605267021.317013;1605267021.3793712
1605267021.5694947;1605267021.6364455
1605267021.821833;1605267021.884483
1605267022.0744383;1605267022.1422741
1605267022.3267243;1605267022.3813515
