SENDTIME;RCVTIME
SUB;1605267002.711431
A;1605267002.727578
1605267009.9485335;1605267009.9868674
1605267010.1995122;1605267010.2820625
1605267010.45126;1605267010.5299103
1605267010.7046976;1605267010.7623894
1605267010.956771;1605267011.0242412
1605267011.2096012;1605267011.2549095
1605267011.4619458;1605267011.5350885
1605267011.7150278;1605267011.7836387
1605267011.9675796;1605267012.0286326
1605267012.219314;1605267012.2904782
1605267012.471944;1605267012.5331402
1605267012.7249913;1605267012.799055
1605267012.977503;1605267013.0137072
1605267013.2288485;1605267013.2694044
1605267013.4848642;1605267013.5550144
1605267013.7387652;1605267013.8053565
1605267013.9900293;1605267014.0519686
1605267014.242717;1605267014.2981284
1605267014.4952822;1605267014.5700462
1605267014.7478821;1605267014.8196032
1605267015.0006237;1605267015.0502324
1605267015.2531714;1605267015.3326848
1605267015.5057845;1605267015.5681758
1605267015.759472;1605267015.8308887
1605267016.0121987;1605267016.088078
1605267016.264758;1605267016.329753
1605267016.5173953;1605267016.5857182
1605267016.769905;1605267016.8399878
1605267017.0223176;1605267017.0908687
1605267017.274936;1605267017.3417115
1605267017.5277586;1605267017.595927
1605267017.7807417;1605267017.8383336
1605267018.0333703;1605267018.1009028
1605267018.285862;1605267018.3466606
1605267018.53894;1605267018.6041424
1605267018.7915072;1605267018.8649344
1605267019.044395;1605267019.1221402
1605267019.2968416;1605267019.3659222
1605267019.549409;1605267019.6227908
1605267019.8018274;1605267019.875137
1605267020.0546005;1605267020.1180773
1605267020.3071268;1605267020.3728433
1605267020.5598528;1605267020.6349435
1605267020.8118756;1605267020.8801162
1605267021.0643036;1605267021.1108963
1605267021.317013;1605267021.3800275
1605267021.5694947;1605267021.639918
1605267021.821833;1605267021.885125
1605267022.0744383;1605267022.1409888
1605267022.3267243;1605267022.3893785
