SENDTIME;RCVTIME
SUB;1605267001.291312
A;1605267001.3033383
1605267009.9485335;1605267009.9698014
1605267010.1995122;1605267010.2659752
1605267010.45126;1605267010.5032766
1605267010.7046976;1605267010.7586648
1605267010.956771;1605267011.0066993
1605267011.2096012;1605267011.2487998
1605267011.4619458;1605267011.5126965
1605267011.7150278;1605267011.7754867
1605267011.9675796;1605267012.0253606
1605267012.219314;1605267012.268864
1605267012.471944;1605267012.528198
1605267012.7249913;1605267012.7948954
1605267012.977503;1605267013.0085883
1605267013.2288485;1605267013.263922
1605267013.4848642;1605267013.5386317
1605267013.7387652;1605267013.773216
1605267013.9900293;1605267014.0402286
1605267014.242717;1605267014.298975
1605267014.4952822;1605267014.5489564
1605267014.7478821;1605267014.79795
1605267015.0006237;1605267015.032919
1605267015.2531714;1605267015.3275232
1605267015.5057845;1605267015.5623276
1605267015.759472;1605267015.8173933
1605267016.0121987;1605267016.0663145
1605267016.264758;1605267016.3318346
1605267016.5173953;1605267016.586461
1605267016.769905;1605267016.8307817
1605267017.0223176;1605267017.0714865
1605267017.274936;1605267017.3467207
1605267017.5277586;1605267017.6055908
1605267017.7807417;1605267017.8408833
1605267018.0333703;1605267018.1068306
1605267018.285862;1605267018.333988
1605267018.53894;1605267018.6081347
1605267018.7915072;1605267018.8531246
1605267019.044395;1605267019.108632
1605267019.2968416;1605267019.3653135
1605267019.549409;1605267019.6018922
1605267019.8018274;1605267019.8616533
1605267020.0546005;1605267020.1061494
1605267020.3071268;1605267020.361365
1605267020.5598528;1605267020.6273987
1605267020.8118756;1605267020.863607
1605267021.0643036;1605267021.1038094
1605267021.317013;1605267021.371635
1605267021.5694947;1605267021.6358945
1605267021.821833;1605267021.884031
1605267022.0744383;1605267022.1337352
1605267022.3267243;1605267022.373973
