SENDTIME;RCVTIME
SUB;1605267002.9510658
A;1605267002.9670055
1605267009.9485335;1605267009.9845045
1605267010.1995122;1605267010.2744064
1605267010.45126;1605267010.5279832
1605267010.7046976;1605267010.7741053
1605267010.956771;1605267011.024725
1605267011.2096012;1605267011.2469435
1605267011.4619458;1605267011.528351
1605267011.7150278;1605267011.7831275
1605267011.9675796;1605267012.0270443
1605267012.219314;1605267012.2881503
1605267012.471944;1605267012.5326347
1605267012.7249913;1605267012.7944582
1605267012.977503;1605267013.0103006
1605267013.2288485;1605267013.271478
1605267013.4848642;1605267013.5676455
1605267013.7387652;1605267013.8025682
1605267013.9900293;1605267014.0473344
1605267014.242717;1605267014.3027482
1605267014.4952822;1605267014.5736172
1605267014.7478821;1605267014.8189092
1605267015.0006237;1605267015.0510013
1605267015.2531714;1605267015.3325932
1605267015.5057845;1605267015.5644302
1605267015.759472;1605267015.8310626
1605267016.0121987;1605267016.088504
1605267016.264758;1605267016.3338497
1605267016.5173953;1605267016.5856233
1605267016.769905;1605267016.8345308
1605267017.0223176;1605267017.0907683
1605267017.274936;1605267017.3446887
1605267017.5277586;1605267017.607344
1605267017.7807417;1605267017.8430026
1605267018.0333703;1605267018.1083705
1605267018.285862;1605267018.3508096
1605267018.53894;1605267018.6082911
1605267018.7915072;1605267018.8589246
1605267019.044395;1605267019.122771
1605267019.2968416;1605267019.3652043
1605267019.549409;1605267019.618867
1605267019.8018274;1605267019.874598
1605267020.0546005;1605267020.1193967
1605267020.3071268;1605267020.3712301
1605267020.5598528;1605267020.636074
1605267020.8118756;1605267020.878897
1605267021.0643036;1605267021.1160097
1605267021.317013;1605267021.3808386
1605267021.5694947;1605267021.6340702
1605267021.821833;1605267021.8904939
1605267022.0744383;1605267022.1429627
1605267022.3267243;1605267022.3944445
