SENDTIME;RCVTIME
SUB;1605267000.5251477
A;1605267000.5412736
1605267009.9485335;1605267009.961221
1605267010.1995122;1605267010.2271132
1605267010.45126;1605267010.5056717
1605267010.7046976;1605267010.7406182
1605267010.956771;1605267010.9960723
1605267011.2096012;1605267011.2300413
1605267011.4619458;1605267011.5010448
1605267011.7150278;1605267011.7584527
1605267011.9675796;1605267012.008245
1605267012.219314;1605267012.2666543
1605267012.471944;1605267012.5173426
1605267012.7249913;1605267012.7738612
1605267012.977503;1605267013.004358
1605267013.2288485;1605267013.2436233
1605267013.4848642;1605267013.5199947
1605267013.7387652;1605267013.793309
1605267013.9900293;1605267014.0366645
1605267014.242717;1605267014.2916791
1605267014.4952822;1605267014.5407565
1605267014.7478821;1605267014.798051
1605267015.0006237;1605267015.0265398
1605267015.2531714;1605267015.2925494
1605267015.5057845;1605267015.5502627
1605267015.759472;1605267015.8060706
1605267016.0121987;1605267016.0573468
1605267016.264758;1605267016.3089266
1605267016.5173953;1605267016.5552218
1605267016.769905;1605267016.820001
1605267017.0223176;1605267017.065478
1605267017.274936;1605267017.3285313
1605267017.5277586;1605267017.5717013
1605267017.7807417;1605267017.8154612
1605267018.0333703;1605267018.0788372
1605267018.285862;1605267018.321409
1605267018.53894;1605267018.586509
1605267018.7915072;1605267018.860441
1605267019.044395;1605267019.0841014
1605267019.2968416;1605267019.3387764
1605267019.549409;1605267019.606764
1605267019.8018274;1605267019.8587344
1605267020.0546005;1605267020.0888813
1605267020.3071268;1605267020.3476071
1605267020.5598528;1605267020.5939052
1605267020.8118756;1605267020.843344
1605267021.0643036;1605267021.0872178
1605267021.317013;1605267021.364443
1605267021.5694947;1605267021.6128576
1605267021.821833;1605267021.8671358
1605267022.0744383;1605267022.1184
1605267022.3267243;1605267022.366691
