SENDTIME;RCVTIME
SUB;1605267000.8600354
A;1605267000.8786554
1605267009.9485335;1605267009.963496
1605267010.1995122;1605267010.2424996
1605267010.45126;1605267010.5000567
1605267010.7046976;1605267010.7367773
1605267010.956771;1605267010.998271
1605267011.2096012;1605267011.2335427
1605267011.4619458;1605267011.5240293
1605267011.7150278;1605267011.763075
1605267011.9675796;1605267012.009034
1605267012.219314;1605267012.2690632
1605267012.471944;1605267012.514406
1605267012.7249913;1605267012.7820816
1605267012.977503;1605267012.996407
1605267013.2288485;1605267013.2485814
1605267013.4848642;1605267013.5303257
1605267013.7387652;1605267013.7919662
1605267013.9900293;1605267014.0267549
1605267014.242717;1605267014.2947745
1605267014.4952822;1605267014.5500424
1605267014.7478821;1605267014.8038242
1605267015.0006237;1605267015.0292692
1605267015.2531714;1605267015.3038201
1605267015.5057845;1605267015.546744
1605267015.759472;1605267015.815399
1605267016.0121987;1605267016.0797741
1605267016.264758;1605267016.3113804
1605267016.5173953;1605267016.574621
1605267016.769905;1605267016.8329995
1605267017.0223176;1605267017.069156
1605267017.274936;1605267017.3307593
1605267017.5277586;1605267017.582137
1605267017.7807417;1605267017.8253
1605267018.0333703;1605267018.0845714
1605267018.285862;1605267018.3300958
1605267018.53894;1605267018.590168
1605267018.7915072;1605267018.8496466
1605267019.044395;1605267019.0917966
1605267019.2968416;1605267019.3425517
1605267019.549409;1605267019.6071954
1605267019.8018274;1605267019.8566175
1605267020.0546005;1605267020.1012478
1605267020.3071268;1605267020.3526387
1605267020.5598528;1605267020.6133914
1605267020.8118756;1605267020.8602421
1605267021.0643036;1605267021.0957012
1605267021.317013;1605267021.3719983
1605267021.5694947;1605267021.6262493
1605267021.821833;1605267021.8711104
1605267022.0744383;1605267022.1326418
1605267022.3267243;1605267022.3731666
