SENDTIME;RCVTIME
SUB;1605267001.0622923
A;1605267001.0782568
1605267009.9485335;1605267009.9642024
1605267010.1995122;1605267010.2467449
1605267010.45126;1605267010.5031688
1605267010.7046976;1605267010.7472188
1605267010.956771;1605267011.0220268
1605267011.2096012;1605267011.2521694
1605267011.4619458;1605267011.5267935
1605267011.7150278;1605267011.7762299
1605267011.9675796;1605267012.0118592
1605267012.219314;1605267012.2819526
1605267012.471944;1605267012.5148091
1605267012.7249913;1605267012.799266
1605267012.977503;1605267013.0043926
1605267013.2288485;1605267013.2691638
1605267013.4848642;1605267013.5527442
1605267013.7387652;1605267013.7904708
1605267013.9900293;1605267014.0384054
1605267014.242717;1605267014.2869778
1605267014.4952822;1605267014.556135
1605267014.7478821;1605267014.8036928
1605267015.0006237;1605267015.0218427
1605267015.2531714;1605267015.3170195
1605267015.5057845;1605267015.5476296
1605267015.759472;1605267015.8085601
1605267016.0121987;1605267016.0751185
1605267016.264758;1605267016.3121321
1605267016.5173953;1605267016.5606499
1605267016.769905;1605267016.8392181
1605267017.0223176;1605267017.0703764
1605267017.274936;1605267017.3477883
1605267017.5277586;1605267017.5833564
1605267017.7807417;1605267017.8255234
1605267018.0333703;1605267018.092551
1605267018.285862;1605267018.331337
1605267018.53894;1605267018.5904202
1605267018.7915072;1605267018.851995
1605267019.044395;1605267019.0959685
1605267019.2968416;1605267019.3416095
1605267019.549409;1605267019.6089904
1605267019.8018274;1605267019.8580573
1605267020.0546005;1605267020.0943027
1605267020.3071268;1605267020.3645744
1605267020.5598528;1605267020.6135907
1605267020.8118756;1605267020.87503
1605267021.0643036;1605267021.1020696
1605267021.317013;1605267021.363052
1605267021.5694947;1605267021.6211607
1605267021.821833;1605267021.8884416
1605267022.0744383;1605267022.1272566
1605267022.3267243;1605267022.3915608
