SENDTIME;RCVTIME
SUB;1605267001.958134
A;1605267001.9740915
1605267009.9485335;1605267009.9807134
1605267010.1995122;1605267010.2712166
1605267010.45126;1605267010.5292785
1605267010.7046976;1605267010.7721145
1605267010.956771;1605267011.0122597
1605267011.2096012;1605267011.243381
1605267011.4619458;1605267011.5274844
1605267011.7150278;1605267011.7752154
1605267011.9675796;1605267012.026803
1605267012.219314;1605267012.2843597
1605267012.471944;1605267012.5382957
1605267012.7249913;1605267012.788625
1605267012.977503;1605267013.0239818
1605267013.2288485;1605267013.2686052
1605267013.4848642;1605267013.5519214
1605267013.7387652;1605267013.802006
1605267013.9900293;1605267014.041152
1605267014.242717;1605267014.2963617
1605267014.4952822;1605267014.5572834
1605267014.7478821;1605267014.8120067
1605267015.0006237;1605267015.0386066
1605267015.2531714;1605267015.3187761
1605267015.5057845;1605267015.5614471
1605267015.759472;1605267015.8309133
1605267016.0121987;1605267016.0831091
1605267016.264758;1605267016.329488
1605267016.5173953;1605267016.581683
1605267016.769905;1605267016.833451
1605267017.0223176;1605267017.081414
1605267017.274936;1605267017.3432245
1605267017.5277586;1605267017.584289
1605267017.7807417;1605267017.8356555
1605267018.0333703;1605267018.1057067
1605267018.285862;1605267018.345644
1605267018.53894;1605267018.605297
1605267018.7915072;1605267018.8574934
1605267019.044395;1605267019.1188538
1605267019.2968416;1605267019.3614993
1605267019.549409;1605267019.6143322
1605267019.8018274;1605267019.8741045
1605267020.0546005;1605267020.1181479
1605267020.3071268;1605267020.365626
1605267020.5598528;1605267020.6294863
1605267020.8118756;1605267020.875784
1605267021.0643036;1605267021.1076536
1605267021.317013;1605267021.3770885
1605267021.5694947;1605267021.6330855
1605267021.821833;1605267021.8780613
1605267022.0744383;1605267022.1335223
1605267022.3267243;1605267022.387742
