SENDTIME;RCVTIME
SUB;1605267002.5277627
A;1605267002.5437584
1605267009.9485335;1605267009.9815269
1605267010.1995122;1605267010.2827446
1605267010.45126;1605267010.535726
1605267010.7046976;1605267010.779966
1605267010.956771;1605267011.0256426
1605267011.2096012;1605267011.256267
1605267011.4619458;1605267011.5293128
1605267011.7150278;1605267011.7810726
1605267011.9675796;1605267012.026532
1605267012.219314;1605267012.2897415
1605267012.471944;1605267012.5339365
1605267012.7249913;1605267012.7982948
1605267012.977503;1605267013.0184486
1605267013.2288485;1605267013.2694597
1605267013.4848642;1605267013.5529983
1605267013.7387652;1605267013.8010476
1605267013.9900293;1605267014.0427732
1605267014.242717;1605267014.3117065
1605267014.4952822;1605267014.5663092
1605267014.7478821;1605267014.817566
1605267015.0006237;1605267015.049737
1605267015.2531714;1605267015.3281696
1605267015.5057845;1605267015.5586085
1605267015.759472;1605267015.8284886
1605267016.0121987;1605267016.0820408
1605267016.264758;1605267016.332227
1605267016.5173953;1605267016.578479
1605267016.769905;1605267016.8389401
1605267017.0223176;1605267017.0894558
1605267017.274936;1605267017.34263
1605267017.5277586;1605267017.6037881
1605267017.7807417;1605267017.8430448
1605267018.0333703;1605267018.0998921
1605267018.285862;1605267018.343768
1605267018.53894;1605267018.6118467
1605267018.7915072;1605267018.8668308
1605267019.044395;1605267019.1137414
1605267019.2968416;1605267019.3642411
1605267019.549409;1605267019.623358
1605267019.8018274;1605267019.8689969
1605267020.0546005;1605267020.118536
1605267020.3071268;1605267020.3744051
1605267020.5598528;1605267020.6180575
1605267020.8118756;1605267020.8774478
1605267021.0643036;1605267021.1138713
1605267021.317013;1605267021.381261
1605267021.5694947;1605267021.6427512
1605267021.821833;1605267021.8835957
1605267022.0744383;1605267022.1405265
1605267022.3267243;1605267022.3912296
