SENDTIME;RCVTIME
SUB;1605267001.9914753
A;1605267002.0076072
1605267009.9485335;1605267009.9810858
1605267010.1995122;1605267010.2828581
1605267010.45126;1605267010.534233
1605267010.7046976;1605267010.7723792
1605267010.956771;1605267011.0254626
1605267011.2096012;1605267011.2515445
1605267011.4619458;1605267011.5293732
1605267011.7150278;1605267011.7826686
1605267011.9675796;1605267012.029609
1605267012.219314;1605267012.2896283
1605267012.471944;1605267012.5366855
1605267012.7249913;1605267012.7876656
1605267012.977503;1605267013.0235124
1605267013.2288485;1605267013.2680864
1605267013.4848642;1605267013.5700881
1605267013.7387652;1605267013.803856
1605267013.9900293;1605267014.0352364
1605267014.242717;1605267014.3069503
1605267014.4952822;1605267014.5575936
1605267014.7478821;1605267014.8173296
1605267015.0006237;1605267015.0495007
1605267015.2531714;1605267015.3247647
1605267015.5057845;1605267015.563923
1605267015.759472;1605267015.8268304
1605267016.0121987;1605267016.0801919
1605267016.264758;1605267016.3300726
1605267016.5173953;1605267016.585973
1605267016.769905;1605267016.831279
1605267017.0223176;1605267017.0854845
1605267017.274936;1605267017.3414078
1605267017.5277586;1605267017.592839
1605267017.7807417;1605267017.842781
1605267018.0333703;1605267018.1044593
1605267018.285862;1605267018.3384292
1605267018.53894;1605267018.6055872
1605267018.7915072;1605267018.8583326
1605267019.044395;1605267019.1110194
1605267019.2968416;1605267019.3487575
1605267019.549409;1605267019.620483
1605267019.8018274;1605267019.873325
1605267020.0546005;1605267020.1083746
1605267020.3071268;1605267020.3620713
1605267020.5598528;1605267020.6256375
1605267020.8118756;1605267020.8785987
1605267021.0643036;1605267021.11301
1605267021.317013;1605267021.378938
1605267021.5694947;1605267021.63936
1605267021.821833;1605267021.8874104
1605267022.0744383;1605267022.133757
1605267022.3267243;1605267022.3834474
