SENDTIME;RCVTIME
SUB;1604168707.119544
A;1604168707.1348531
1604168715.4525378;1604168715.4739895
1604168715.7035358;1604168715.7594335
1604168716.2065625;1604168716.2306397
1604168716.458686;1604168716.482698
1604168717.7199745;1604168717.745037
1604168718.2250466;1604168718.2752888
1604168718.4774036;1604168718.5260205
1604168716.709844;1604168719.3331318
1604168719.4869256;1604168719.5781524
1604168716.9623287;1604168719.8983307
1604168719.9914622;1604168720.043974
1604168720.2434373;1604168720.2882447
1604168720.4956505;1604168720.541833
1604168720.7478867;1604168720.8002062
1604168721.0000803;1604168721.0214927
1604168721.2522311;1604168721.308426
1604168722.0092633;1604168722.0346131
1604168722.262098;1604168722.3109996
1604168719.7391527;1604168722.3626187
1604168715.9555705;1604168722.6177905
1604168722.7666883;1604168722.810712
1604168723.2719307;1604168723.2968934
1604168723.7767024;1604168723.8218758
1604168721.5046825;1604168723.8568695
1604168724.5336356;1604168724.5811183
1604168724.7861443;1604168724.8248804
1604168725.2911808;1604168725.3114464
1604168723.0193741;1604168725.339296
1604168725.542196;1604168725.5936723
1604168726.047373;1604168726.0830986
1604168724.029024;1604168726.13816
1604168726.29994;1604168726.3498683
1604168718.729558;1604168726.8093138
1604168727.0559223;1604168727.0840218
1604168727.3081577;1604168727.3539567
1604168727.5600448;1604168727.5867367
1604168718.98186;1604168728.0109472
1604168726.5521877;1604168728.7713146
1604168722.5145986;1604168729.4293528
1604168726.8049977;1604168729.5730672
