SENDTIME;RCVTIME
SUB;1604168707.5843623
A;1604168707.5991204
1604168715.7035358;1604168715.7546062
1604168716.458686;1604168716.4861376
1604168717.7199745;1604168717.7552297
1604168718.2250466;1604168718.2796128
1604168719.2344084;1604168719.2910576
1604168716.709844;1604168719.337355
1604168717.2151258;1604168719.3733766
1604168719.4869256;1604168719.5900729
1604168717.4675283;1604168719.6054597
1604168720.2434373;1604168720.2937925
1604168720.4956505;1604168720.549711
1604168720.7478867;1604168720.799457
1604168721.0000803;1604168721.0238943
1604168722.0092633;1604168722.037719
1604168722.262098;1604168722.3187902
1604168719.7391527;1604168722.3705864
1604168715.9555705;1604168722.6228642
1604168722.7666883;1604168722.8197505
1604168723.5245337;1604168723.5646205
1604168721.5046825;1604168723.862834
1604168724.2811131;1604168724.3445592
1604168724.5336356;1604168724.5840237
1604168725.0385141;1604168725.0936923
1604168725.2911808;1604168725.314391
1604168723.0193741;1604168725.34278
1604168725.542196;1604168725.6019516
1604168724.029024;1604168726.1475189
1604168727.3081577;1604168727.3583658
1604168727.5600448;1604168727.590857
1604168727.8121214;1604168727.8451421
1604168718.98186;1604168728.0168798
1604168726.8049977;1604168729.578826
