SENDTIME;RCVTIME
SUB;1604168708.4051592
A;1604168708.4204376
1604168715.4525378;1604168715.4814868
1604168716.2065625;1604168716.2427793
1604168716.458686;1604168716.4894233
1604168717.7199745;1604168717.7537942
1604168717.9726207;1604168718.0136144
1604168718.2250466;1604168718.284649
1604168718.4774036;1604168718.5381858
1604168719.2344084;1604168719.2942934
1604168716.709844;1604168719.3570404
1604168719.4869256;1604168719.6052487
1604168717.4675283;1604168719.6166663
1604168716.9623287;1604168719.9077442
1604168719.9914622;1604168720.0551016
1604168720.2434373;1604168720.2997992
1604168720.4956505;1604168720.5567865
1604168721.2522311;1604168721.3122714
1604168722.0092633;1604168722.0436747
1604168722.262098;1604168722.3222117
1604168715.9555705;1604168722.6300664
1604168722.7666883;1604168722.8241873
1604168723.2719307;1604168723.3076644
1604168723.7767024;1604168723.834124
1604168721.5046825;1604168723.8671799
1604168724.5336356;1604168724.5891595
1604168724.7861443;1604168724.8359973
1604168725.0385141;1604168725.097851
1604168723.0193741;1604168725.3515673
1604168725.542196;1604168725.6034563
1604168725.7946033;1604168725.858188
1604168726.047373;1604168726.0922585
1604168724.029024;1604168726.1496205
1604168726.29994;1604168726.360697
1604168727.0559223;1604168727.092147
1604168727.3081577;1604168727.360474
1604168727.5600448;1604168727.5997128
1604168727.8121214;1604168727.8498273
1604168726.5521877;1604168728.783178
1604168726.8049977;1604168729.5782826
