SENDTIME;RCVTIME
SUB;1604168706.5588703
A;1604168706.5738344
1604168715.4525378;1604168715.470528
1604168715.7035358;1604168715.7463033
1604168716.2065625;1604168716.2296371
1604168716.458686;1604168716.4742787
1604168717.7199745;1604168717.744773
1604168717.9726207;1604168717.9969265
1604168718.4774036;1604168718.5242517
1604168716.709844;1604168719.3252835
1604168717.4675283;1604168719.5856655
1604168716.9623287;1604168719.8934784
1604168719.9914622;1604168720.037534
1604168720.2434373;1604168720.286547
1604168720.4956505;1604168720.5402226
1604168720.7478867;1604168720.7930403
1604168721.2522311;1604168721.298551
1604168722.0092633;1604168722.0297022
1604168722.262098;1604168722.304551
1604168715.9555705;1604168722.6138725
1604168722.7666883;1604168722.8130233
1604168721.5046825;1604168723.8526096
1604168721.756865;1604168724.141572
1604168724.2811131;1604168724.3255637
1604168724.7861443;1604168724.8184917
1604168725.2911808;1604168725.311984
1604168725.542196;1604168725.5937269
1604168725.7946033;1604168725.8415525
1604168726.047373;1604168726.0733194
1604168724.029024;1604168726.1329465
1604168726.29994;1604168726.3470488
1604168727.0559223;1604168727.0759795
1604168727.3081577;1604168727.343012
1604168718.98186;1604168728.005401
1604168726.5521877;1604168728.7660377
1604168722.5145986;1604168729.4217987
1604168726.8049977;1604168729.5665536
