SENDTIME;RCVTIME
SUB;1604168706.6905084
A;1604168706.7052782
1604168715.7035358;1604168715.7596707
1604168717.7199745;1604168717.743751
1604168717.9726207;1604168717.9996943
1604168718.2250466;1604168718.2696512
1604168718.4774036;1604168718.5204113
1604168719.2344084;1604168719.276611
1604168716.709844;1604168719.3295898
1604168719.4869256;1604168719.5547228
1604168717.4675283;1604168719.5869875
1604168716.9623287;1604168719.8918715
1604168719.9914622;1604168720.040597
1604168720.2434373;1604168720.2833824
1604168720.4956505;1604168720.5434983
1604168720.7478867;1604168720.7938654
1604168721.0000803;1604168721.0269084
1604168721.2522311;1604168721.3018537
1604168722.0092633;1604168722.0289469
1604168722.262098;1604168722.3072023
1604168719.7391527;1604168722.3594472
1604168715.9555705;1604168722.6130915
1604168722.7666883;1604168722.8121877
1604168723.2719307;1604168723.2952192
1604168723.5245337;1604168723.55671
1604168723.7767024;1604168723.818672
1604168721.5046825;1604168723.8534565
1604168721.756865;1604168724.1429615
1604168724.5336356;1604168724.574737
1604168724.7861443;1604168724.8251996
1604168725.0385141;1604168725.0911863
1604168723.0193741;1604168725.3346105
1604168725.542196;1604168725.588971
1604168726.047373;1604168726.0774522
1604168727.0559223;1604168727.0793178
1604168727.3081577;1604168727.3468983
1604168727.5600448;1604168727.5810878
1604168726.5521877;1604168728.7679198
1604168722.5145986;1604168729.4359396
1604168726.8049977;1604168729.5605574
