SENDTIME;RCVTIME
SUB;1605267000.323543
A;1605267000.3383381
1605267009.9485335;1605267009.9548461
1605267010.1995122;1605267010.2489696
1605267010.45126;1605267010.4843497
1605267010.7046976;1605267010.761666
1605267010.956771;1605267010.990438
1605267011.2096012;1605267011.2270591
1605267011.4619458;1605267011.5153015
1605267011.7150278;1605267011.7646446
1605267011.9675796;1605267011.98805
1605267012.219314;1605267012.2678964
1605267012.471944;1605267012.513613
1605267012.7249913;1605267012.756256
1605267012.977503;1605267012.9912906
1605267013.2288485;1605267013.2396488
1605267013.4848642;1605267013.517847
1605267013.7387652;1605267013.7678893
1605267013.9900293;1605267014.028571
1605267014.242717;1605267014.2775755
1605267014.4952822;1605267014.548792
1605267014.7478821;1605267014.7823877
1605267015.0006237;1605267015.0251806
1605267015.2531714;1605267015.286929
1605267015.5057845;1605267015.5373616
1605267015.759472;1605267015.8009884
1605267016.0121987;1605267016.0400069
1605267016.264758;1605267016.3071368
1605267016.5173953;1605267016.5546458
1605267016.769905;1605267016.8230946
1605267017.0223176;1605267017.0639532
1605267017.274936;1605267017.3071241
1605267017.5277586;1605267017.5741177
1605267017.7807417;1605267017.8222775
1605267018.0333703;1605267018.0687747
1605267018.285862;1605267018.3348343
1605267018.53894;1605267018.5887334
1605267018.7915072;1605267018.8346326
1605267019.044395;1605267019.0771866
1605267019.2968416;1605267019.3309262
1605267019.549409;1605267019.5909503
1605267019.8018274;1605267019.838913
1605267020.0546005;1605267020.086814
1605267020.3071268;1605267020.3541508
1605267020.5598528;1605267020.6062548
1605267020.8118756;1605267020.8582225
1605267021.0643036;1605267021.0909483
1605267021.317013;1605267021.354982
1605267021.5694947;1605267021.609573
1605267021.821833;1605267021.860164
1605267022.0744383;1605267022.1148918
1605267022.3267243;1605267022.377275
