SENDTIME;RCVTIME
SUB;1604168706.6575303
A;1604168706.6724434
1604168715.7035358;1604168715.7504654
1604168716.2065625;1604168716.2287352
1604168716.458686;1604168716.4820487
1604168717.7199745;1604168717.7423072
1604168717.9726207;1604168718.00093
1604168718.4774036;1604168718.5208766
1604168719.2344084;1604168719.2808268
1604168716.709844;1604168719.3271189
1604168717.2151258;1604168719.35811
1604168719.4869256;1604168719.5520196
1604168717.4675283;1604168719.5859506
1604168716.9623287;1604168719.895012
1604168719.9914622;1604168720.0392518
1604168720.4956505;1604168720.5480235
1604168720.7478867;1604168720.7956479
1604168722.262098;1604168722.306053
1604168719.7391527;1604168722.3592024
1604168715.9555705;1604168722.6150794
1604168722.7666883;1604168722.8046799
1604168723.2719307;1604168723.2943723
1604168723.5245337;1604168723.5545926
1604168723.7767024;1604168723.8187375
1604168721.5046825;1604168723.8536015
1604168724.5336356;1604168724.5779722
1604168724.7861443;1604168724.819674
1604168725.0385141;1604168725.086856
1604168725.2911808;1604168725.309925
1604168725.542196;1604168725.5904596
1604168725.7946033;1604168725.8435776
1604168726.29994;1604168726.3482656
1604168718.729558;1604168726.8069093
1604168727.0559223;1604168727.077754
1604168727.3081577;1604168727.3574636
1604168727.5600448;1604168727.5796258
1604168727.8121214;1604168727.8325422
1604168718.98186;1604168728.0101798
1604168726.5521877;1604168728.7676783
1604168726.8049977;1604168729.569334
