SENDTIME;RCVTIME
SUB;1605267000.2917593
A;1605267000.303576
1605267009.9485335;1605267009.9562123
1605267010.1995122;1605267010.2228785
1605267010.45126;1605267010.4836257
1605267010.7046976;1605267010.7527573
1605267010.956771;1605267010.9973536
1605267011.2096012;1605267011.2261994
1605267011.4619458;1605267011.5077202
1605267011.7150278;1605267011.7513697
1605267011.9675796;1605267011.9848728
1605267012.219314;1605267012.2413867
1605267012.471944;1605267012.5096369
1605267012.7249913;1605267012.7669568
1605267012.977503;1605267012.9920409
1605267013.2288485;1605267013.2428384
1605267013.4848642;1605267013.543503
1605267013.7387652;1605267013.7880292
1605267013.9900293;1605267014.0295882
1605267014.242717;1605267014.2851853
1605267014.4952822;1605267014.5344815
1605267014.7478821;1605267014.7882135
1605267015.0006237;1605267015.0309355
1605267015.2531714;1605267015.296191
1605267015.5057845;1605267015.5425982
1605267015.759472;1605267015.8022606
1605267016.0121987;1605267016.0614316
1605267016.264758;1605267016.303034
1605267016.5173953;1605267016.5580678
1605267016.769905;1605267016.7971816
1605267017.0223176;1605267017.0463774
1605267017.274936;1605267017.3242404
1605267017.5277586;1605267017.578429
1605267017.7807417;1605267017.8196921
1605267018.0333703;1605267018.0604155
1605267018.285862;1605267018.325306
1605267018.53894;1605267018.5806704
1605267018.7915072;1605267018.8232365
1605267019.044395;1605267019.0843
1605267019.2968416;1605267019.351622
1605267019.549409;1605267019.5849814
1605267019.8018274;1605267019.8405545
1605267020.0546005;1605267020.0776393
1605267020.3071268;1605267020.3427644
1605267020.5598528;1605267020.5836778
1605267020.8118756;1605267020.8648076
1605267021.0643036;1605267021.0882876
1605267021.317013;1605267021.351306
1605267021.5694947;1605267021.6107056
1605267021.821833;1605267021.873894
1605267022.0744383;1605267022.1182904
1605267022.3267243;1605267022.3690765
