SENDTIME;RCVTIME
SUB;1604168707.285556
A;1604168707.3003001
1604168715.4525378;1604168715.4756744
1604168715.7035358;1604168715.7542644
1604168716.2065625;1604168716.234089
1604168716.458686;1604168716.4832113
1604168717.7199745;1604168717.7501278
1604168719.2344084;1604168719.2845724
1604168716.709844;1604168719.3340368
1604168717.2151258;1604168719.3666646
1604168719.4869256;1604168719.5824633
1604168716.9623287;1604168719.9058466
1604168719.9914622;1604168720.0474377
1604168721.2522311;1604168721.3077195
1604168722.0092633;1604168722.0327184
1604168722.262098;1604168722.3157754
1604168719.7391527;1604168722.3690963
1604168715.9555705;1604168722.622784
1604168722.7666883;1604168722.8160095
1604168723.5245337;1604168723.562903
1604168723.7767024;1604168723.8268335
1604168721.5046825;1604168723.8632977
1604168721.756865;1604168724.1469798
1604168724.5336356;1604168724.586519
1604168724.7861443;1604168724.823548
1604168725.0385141;1604168725.092444
1604168726.047373;1604168726.083227
1604168726.29994;1604168726.35282
1604168718.729558;1604168726.8092136
1604168727.0559223;1604168727.085365
1604168727.3081577;1604168727.3493445
1604168727.5600448;1604168727.5864077
1604168727.8121214;1604168727.8366942
1604168726.8049977;1604168729.5695734
