SENDTIME;RCVTIME
SUB;1605190270.453026
A;1605190270.4678066
1605190280.2880306;1605190280.2939491
1605190280.5391214;1605190280.5501573
1605190280.7920377;1605190280.798857
1605190281.043126;1605190281.0549853
1605190281.2958217;1605190281.3010852
1605190281.5468256;1605190281.5586376
1605190281.7993872;1605190281.8043835
1605190282.050432;1605190282.0619645
1605190282.3029504;1605190282.3132064
1605190282.5554447;1605190282.5755732
1605190282.8080592;1605190282.8184023
1605190283.0601614;1605190283.071679
1605190283.3123624;1605190283.3216445
1605190283.5644543;1605190283.5765903
1605190283.8166976;1605190283.8278837
1605190284.0686266;1605190284.0805056
1605190284.3208199;1605190284.3333478
1605190284.5730023;1605190284.5863824
1605190284.8251016;1605190284.839946
1605190285.0769598;1605190285.0939624
1605190285.3290496;1605190285.34812
1605190285.58089;1605190285.591661
1605190285.833018;1605190285.8440669
1605190286.085459;1605190286.1089103
1605190286.3378577;1605190286.3499198
1605190286.5899644;1605190286.6095617
1605190286.8421037;1605190286.8527985
1605190287.0942178;1605190287.1101432
1605190287.3463683;1605190287.3574905
1605190287.598488;1605190287.6151268
1605190287.8506284;1605190287.8607373
1605190288.10272;1605190288.1132267
1605190288.3542178;1605190288.3652112
1605190288.6062064;1605190288.6159096
1605190288.8573196;1605190288.8665612
1605190289.1091256;1605190289.1145504
1605190289.3600736;1605190289.3710718
1605190289.612149;1605190289.6177137
1605190289.8631027;1605190289.8679974
1605190290.113916;1605190290.1188254
1605190290.3649383;1605190290.3748088
1605190290.616969;1605190290.6264322
1605190290.8689566;1605190290.8803153
1605190291.1208932;1605190291.1328316
1605190291.372833;1605190291.383741
1605190291.6248844;1605190291.6365757
1605190291.8771417;1605190291.889093
1605190292.1289332;1605190292.1398945
1605190292.3808951;1605190292.392976
1605190292.633082;1605190292.6433747
