SENDTIME;RCVTIME
SUB;1605267001.457929
A;1605267001.4736521
1605267009.9485335;1605267009.9682653
1605267010.1995122;1605267010.2629118
1605267010.45126;1605267010.5193985
1605267010.7046976;1605267010.7765865
1605267010.956771;1605267011.0192604
1605267011.2096012;1605267011.2528646
1605267011.4619458;1605267011.5217836
1605267011.7150278;1605267011.7775283
1605267011.9675796;1605267012.0157816
1605267012.219314;1605267012.2729704
1605267012.471944;1605267012.5205007
1605267012.7249913;1605267012.789343
1605267012.977503;1605267013.0128155
1605267013.2288485;1605267013.2517269
1605267013.4848642;1605267013.5518782
1605267013.7387652;1605267013.7943952
1605267013.9900293;1605267014.050082
1605267014.242717;1605267014.3007185
1605267014.4952822;1605267014.553223
1605267014.7478821;1605267014.814369
1605267015.0006237;1605267015.027603
1605267015.2531714;1605267015.3174064
1605267015.5057845;1605267015.5598695
1605267015.759472;1605267015.8172693
1605267016.0121987;1605267016.0708861
1605267016.264758;1605267016.3173537
1605267016.5173953;1605267016.585461
1605267016.769905;1605267016.8386443
1605267017.0223176;1605267017.0833485
1605267017.274936;1605267017.3318257
1605267017.5277586;1605267017.5847785
1605267017.7807417;1605267017.8301618
1605267018.0333703;1605267018.0924504
1605267018.285862;1605267018.3447902
1605267018.53894;1605267018.5939977
1605267018.7915072;1605267018.8531702
1605267019.044395;1605267019.1174161
1605267019.2968416;1605267019.3555417
1605267019.549409;1605267019.6156158
1605267019.8018274;1605267019.856978
1605267020.0546005;1605267020.1040199
1605267020.3071268;1605267020.3634448
1605267020.5598528;1605267020.622629
1605267020.8118756;1605267020.8715053
1605267021.0643036;1605267021.1012812
1605267021.317013;1605267021.3666627
1605267021.5694947;1605267021.6296945
1605267021.821833;1605267021.8846328
1605267022.0744383;1605267022.1348362
1605267022.3267243;1605267022.379157
