SENDTIME;RCVTIME
SUB;1605267002.747693
A;1605267002.763468
1605267009.9485335;1605267009.9812734
1605267010.1995122;1605267010.2756643
1605267010.45126;1605267010.538515
1605267010.7046976;1605267010.7802489
1605267010.956771;1605267011.0232463
1605267011.2096012;1605267011.2454891
1605267011.4619458;1605267011.5348296
1605267011.7150278;1605267011.7840002
1605267011.9675796;1605267012.0276613
1605267012.219314;1605267012.291098
1605267012.471944;1605267012.5333278
1605267012.7249913;1605267012.7927005
1605267012.977503;1605267013.022806
1605267013.2288485;1605267013.2683272
1605267013.4848642;1605267013.5474145
1605267013.7387652;1605267013.7806487
1605267013.9900293;1605267014.0481358
1605267014.242717;1605267014.3074446
1605267014.4952822;1605267014.5677717
1605267014.7478821;1605267014.8191643
1605267015.0006237;1605267015.0391107
1605267015.2531714;1605267015.324242
1605267015.5057845;1605267015.5687513
1605267015.759472;1605267015.8311014
1605267016.0121987;1605267016.0829852
1605267016.264758;1605267016.333719
1605267016.5173953;1605267016.5834875
1605267016.769905;1605267016.8354533
1605267017.0223176;1605267017.0882154
1605267017.274936;1605267017.343777
1605267017.5277586;1605267017.6087186
1605267017.7807417;1605267017.833366
1605267018.0333703;1605267018.1095295
1605267018.285862;1605267018.3481486
1605267018.53894;1605267018.6088767
1605267018.7915072;1605267018.8615735
1605267019.044395;1605267019.1236346
1605267019.2968416;1605267019.3648255
1605267019.549409;1605267019.6211302
1605267019.8018274;1605267019.8751879
1605267020.0546005;1605267020.1174326
1605267020.3071268;1605267020.3737223
1605267020.5598528;1605267020.6350634
1605267020.8118756;1605267020.8733373
1605267021.0643036;1605267021.1163385
1605267021.317013;1605267021.3816304
1605267021.5694947;1605267021.6423075
1605267021.821833;1605267021.8898034
1605267022.0744383;1605267022.14114
1605267022.3267243;1605267022.3919237
