N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
										
QOS SERVER = 0										
QOS CLIENT = 0										
										
1	27	10,0228078365326	0,000517129898071	0	0,20052170753479	23	0	0,0076615712917	0	4711
1	29	12,2780244350433	0,000583056745858	0	0,200751781463623	21	0	0,007643014630014	0	4803
1	30	12,028657913208	0,000578633944194	0	6,21117424964905	20	0	0,007624630253649	0	5014
1	34	12,0280468463898	0,000568067326265	0	0,2005615234375	16	0	0,007606334107983	0	5365
1	26	12,0268666744232	0,000547280678382	0	0,200765371322632	24	0	0,007588125559378	0	4636
AVG			0,000558833718554		1,40275492668152	20,8		0,007624735168545		4905,8
										
10	283	12,2606637477875	0,000633761341712	0	2,2054612159729	217	0	0,007569922547333	0	24768
10	339	12,2608525753021	0,000675724180826	0	0,964406251907349	161	0	0,007551806660014	0	28700
10	286	12,260009765625	0,000657928428848	0	0,601398158073425	214	0	0,007533777273409	0	24836
10	359	12,2608735561371	0,000652414315191	0	0,602105379104614	141	0	0,007515833769452	0	29897
10	318	11,5103936195374	0,000666655602955	0	2,60566580295563	182	0	0,007497975535951	0	27597
AVG			0,000657296773906		1,39580736160278	183		0,007533863157232		5431,92
										
100	3290	12,0276157855988	0,0065885450082	0	1,22202672958374	1710	0	0,007480201966517	0	251180
100	2920	12,0281994342804	0,006647594026671	0	1,51237431049347	2080	0	0,007462512460498	0	226506
100	3356	12,2772135734558	0,006529793061337	0	1,42260385274887	1644	0	0,007444906422912	0	256162
100	3251	12,2758128643036	0,006322901668646	0	1,32407578706741	1749	0	0,007427383264376	0	249867
100	3343	12,2793831825256	0,006171786843853	0	1,58021862745285	1657	0	0,007409942401045	0	257559
AVG			0,006452124121741		1,41225986146927	1768		0,00744498930307		248254,8
										
QOS SERVER = 0										
QOS CLIENT = 1										
1	42	15,3156898021698	0,38466287226904	1,16920629024506	0,200504541397095	8	13	0,007950963222417	0	10960
1	42	16,0681118965149	1,05607434681484	1,08857867240906	2,20433068275452	8	9	0,007931069460255	0	10543
1	40	18,0850687026978	0,554978156089783	0,846908187866211	2,20395350456238	10	13	0,007911275000282	0	10845
1	44	14,3040385246277	0,50454277342016	0,927419443130493	0,200812339782715	6	11	0,007891490602432	0	10579
1	34	18,0844793319702	0,475065785295823	0,484366793632507	0,200457334518433	16	3	0,00787180491079	0	9079
AVG			0,595064786777929	0,903295877456665	1,00201168060303	9,6	9,8	0,007911320639235		10401,2
										
10	415	15,0533041954041	0,516622298325811	0,965786595344544	2,16375486850738	85	56	0,007852217188512	0	41280
10	424	18,8092880249023	0,463459852235658	1,20717638492584	1,18258774280548	76	124	0,00783272670607	0	47120
10	421	14,2761883735657	0,352194785065121	0,724451503753662	0,507443499565124	79	47	0,007813332741162	0	40901
10	414	14,0348110198975	0,483354622452978	0,965806550979614	1,40245766639709	86	56	0,007794034578622	0	41238
10	414	14,535352230072	0,705277193716594	0,885342636108399	3,20513427257538	86	52	0,007774831510331	0	41094
AVG			0,504181750359232	0,949712734222412	1,69227560997009	82,4	67	0,007813428544939		
										
100	4116	15,3063321113586	0,504370947746345	0,80521430015564	1,39083929777145	884	590	0,007755722835132	0	350273
100	4161	19,0357971191406	0,75044695377566	1,28812784671783	1,54757158994675	839	1232	0,007736707858745	0	399982
100	4060	18,3194732666016	0,729547174068227	0,809205584526062	1,04912038803101	940	548	0,007717785893682	0	345831
100	4121	14,8100643157959	0,721087645452703	0,966133232116699	1,07367532491684	879	662	0,007698956259163	0	355643
100	4147	18,5668909549713	0,541228459640698	0,925881876945496	1,31063224077225	853	658	0,007680218281037	0	355832
AVG			0,649336236136727	0,958912568092346	1,27436776828766	879	738	0,007717878225552		361512,2
