N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
										
QOS SERVER = 0										
QOS CLIENT = 0										
										
1	36	11,7762289047241	0,000545594427321	0	0,200498104095459	14	0	0,007392660916703	0	5511
1	43	12,2776582241058	0,000532333240953	0	4,20742607116699	7	0	0,007375459852638	0	6174
1	41	12,2776787281036	0,000514082792329	0	0,200491428375244	9	0	0,007358261706088	0	6042
1	42	11,5262408256531	0,000544724010286	0	0,200732946395874	8	0	0,007341143578456	0	6235
1	37	12,0257995128632	0,000537492133476	0	0,200502157211304	13	0	0,007324486078585	0	5611
AVG			0,000534845320873		1,00193014144897	10,2		0,007358402426494		5914,6
										
10	405	12,2621285915375	0,000693554239408	0	0,381163716316223	95	0	0,007307524559181	0	33164
10	404	12,2610714435577	0,00073080788424	0	1,18238041400909	96	0	0,007290641414822	0	33008
10	375	12,0119566917419	0,000796764939043	0	0,401151990890503	125	0	0,007273836103532	0	30918
10	411	12,2616558074951	0,00067955734448	0	0,400955009460449	89	0	0,007257108088319	0	33575
10	375	12,2615475654602	0,000725575301338	0	0,601910352706909	125	0	0,007240456837124	0	31096
AVG			0,000725251941702		0,593512296676636	106		0,007273913400596		32352,2
										
100	3748	12,2758617401123	0,006470402625194	0	0,636906402111053	1252	0	0,007223881822755	0	280177
100	3776	12,0285258293152	0,007066386631823	0	0,684102032184601	1224	0	0,00720738252284	0	283512
100	4043	12,2780015468597	0,006760670519862	0	0,833604726791382	957	0	0,007190958419768	0	300298
100	3924	11,7776381969452	0,007576788528445	0	0,956056709289551	1076	0	0,007174609000633	0	291486
100	4296	12,2769849300385	0,006449246263119	0	0,777649610042572	704	0	0,00715826094033	0	316477
AVG			0,006864698913688		0,777663896083832	1042,6		0,007191018541265		294390
										
QOS SERVER = 0										
QOS CLIENT = 1										
1	48	14,303099155426	0,336670602361361	0,444009194374084	0,200492143630981	2	3	0,007147137387136	0	9769
1	45	13,8014826774597	0,403844896952311	0,605105743408203	0,200490951538086	5	4	0,007136193083866	0	9862
1	45	13,8075356483459	0,180201625823975	0,685914430618286	0,20049786567688	5	9	0,007125426543404	0	10424
1	46	13,0504472255707	0,219823635142782	0,443941659927368	0,2006676197052	4	5	0,007114836309223	0	9824
1	41	14,0614464282989	0,344903503976217	0,484293084144592	0,200493574142456	9	3	0,007104134066933	0	9289
AVG			0,297088852851329	0,532652822494507	0,200528430938721	5	4,8	0,007125545478113		9833,6
										
										
10	453	12,2754456996918	0,214152631952649	0,362439880371094	0,201089382171631	47	35	0,007093249468284	0	41861
10	459	14,028826713562	0,274557947132322	0,44294394493103	0,801722121238708	41	37	0,007082398172285	0	42560
10	451	14,5466804504395	0,098214851197742	0,201830334663391	0,801513981819153	49	16	0,007071651090343	0	40239
10	451	14,0279910564423	0,427481514682846	0,724622755050659	0,400941801071167	49	55	0,007060865726155	0	44110
10	449	14,2780523300171	0,137801326117818	0,282014269828796	0,381248068809509	51	23	0,007050113210572	0	40706
AVG			0,230441654216676	0,402770236968994	0,517303071022034	47,4	33,2	0,007071655533528		41895,2
										
100	4541	13,0546095371246	0,270858607773708	0,483818359375	0,889536941051483	459	496	0,007039463812335	0	375691
100	4533	13,3021023273468	0,209911624088743	0,604100036621094	0,825352840423584	467	859	0,007028776331692	0	393467
100	4513	14,0601949691772	0,181000078098949	0,322390203475952	0,687205684185028	487	252	0,007018121253828	0	350642
100	4489	13,5596933364868	0,277151071441038	0,812802510261536	0,783485155105591	511	1207	0,007007498431603	0	423488
100	4530	13,7963786125183	0,426106710247043	0,644384937286377	0,737791013717651	470	428	0,006996907718772	0	363492
			0,273005618329896	0,573499209403992	0,784674326896667	478,8	648,4	0,007018153509646		381356
