N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
										
										
										
QOS SERVER = 0										
QOS CLIENT = 0										
										
1	26	12,0263612270355	0,000534818722652	0	10,2180027961731	24	0	0,006477296784824	0	4654
1	12	9,77156758308411	0,0004589955012	0	6,21077394485474	38	0	0,006462307035347	0	2961
1	25	11,0248851776123	0,000516757965088	0	0,200795888900757	25	0	0,006447386504192	0	4287
1	22	12,0272686481476	0,000548167662187	0	0,200783491134644	28	0	0,006432593513474	0	4097
1	17	11,2754487991333	0,000531743554508	0	4,20772910118103	33	0	0,00641786824993	0	3478
AVG			0,000518096681127		4,20761704444885	29,6		0,006447490417553		3895,4
										
10	171	12,0101501941681	0,000595261411844	0	3,36493103504181	329	0	0,006403151985005	0	17022
10	146	12,2603003978729	0,00059979060718	0	4,20709810256958	354	0	0,006388503054898	0	15629
10	158	12,0110945701599	0,000592307219294	0	3,36628799438477	342	0	0,006373920998524	0	16154
10	189	12,2589273452759	0,000605731318411	0	5,81333863735199	311	0	0,006359405358999	0	18579
10	219	11,7616736888886	0,000631713026505	0	3,18779625892639	281	0	0,006344955683591	0	21360
AVG			0,000604960716647		3,98789040565491	323,4		0,006373987416203		17748,8
										
100	1466	12,0233254432678	0,005797091839964	0	4,18098821640015	3534	0	0,006330571523674	0	136069
100	1760	11,7765810489655	0,006050524241872	0	3,70879072189331	3240	0	0,006316252434679	0	153193
100	2209	12,2755439281464	0,005736236632196	0	3,36021741867065	2791	0	0,006301997976053	0	177862
100	1718	11,7771401405334	0,00600439680355	0	4,34921000003815	3282	0	0,00628780771121	0	151216
100	1834	12,2786240577698	0,006074623633436	0	3,38375393629074	3166	0	0,006273681207486	0	159939
AVG			0,005932574630203		3,7965920586586	3202,6		0,00630206217062		155655,8
										
QOS SERVER = 0										
QOS CLIENT = 1										
										
										
1	34	18,3354699611664	2,25220853440902	2,60260545710723	0,200480937957764	16	16	0,006747919143877	0	12054
1	31	16,3197863101959	1,95029844776277	1,85390588760376	0,200798511505127	19	10	0,006710468598021	0	10517
1	37	17,8323242664337	1,57986322609154	2,0956672334671	8,2150571346283	13	15	0,006678498215778	0	11732
1	35	16,3282604217529	2,87837544849941	2,5789412021637	2,20397806167603	15	12	0,006662626989463	0	12173
1	35	18,1000256538391	1,3823520047324	2,49870857715607	0,200821876525879	15	10	0,006646831019175	0	11049
AVG			2,00861953229903	2,32596567149957	2,20422730445862	15,6	12,6	0,006689268793263		11505
										
10	345	17,2960386276245	1,38200711631875	1,68324179552039	3,20637109279633	155	93	0,006631047285201	0	40160
10	378	18,2978851795197	2,03643387293437	2,45408547878265	3,18768150806427	122	192	0,006615338334556	0	50380
10	364	19,0576422214508	1,60841559480485	2,57486267566681	3,5900223493576	136	213	0,006599703637012	0	51135
10	366	19,3171200752258	1,88910367463316	2,7358854675293	4,40742754936218	134	150	0,006584142667341	0	45720
10	346	19,0771331787109	1,38828178575682	1,85078124523163	3,5673540353775	154	145	0,006568654905256	0	44697
AVG			1,66084840888959	2,25977133254616	3,59177130699158	140,2	158,6	0,006599777365873		46418,4
										
100	3599	19,3369534015656	1,63897532946915	2,29411967754364	3,78169206857681	1401	1744	0,006553239835355	0	398636
100	3760	18,8298006057739	2,09940636988598	2,89774755477905	3,56372581481934	1240	1891	0,006537896947062	0	420103
100	3559	19,3261208534241	2,52016416192542	2,81718299388885	4,33857446670532	1441	1322	0,006522625734572	0	370206
100	3492	19,0845999717712	1,29945253487355	1,77087533473969	3,76987601518631	1508	1255	0,006507425696795	0	359269
100	3517	18,5771307945251	1,92790639934813	2,45498773097992	3,98801212072372	1483	1690	0,006492296337301	0	392060
AVG			1,89718095910045	2,44698265838623	3,8883760972023	1414,6	1580,4	0,006522696910217		388054,8
