N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
QOS SERVER = 0										
QOS CLIENT = 0										
										
1	50	12,271404504776	0,000341882705688	0	0,200395584106445	0	0	0,066105941302791	0	6869
1	50	12,2786207199097	0,000598516464233	0	0,200441837310791	0	0	0,068995363214837	0	7062
1	50	12,2760138511658	0,000503997802734	0	0,200466156005859	0	0	0,06578947368421	0	7058
1	50	12,2764067649841	0,000480804443359	0	0,200478553771973	0	0	0,063119709794437	0	7066
1	50	12,2757518291473	0,000452833175659	0	0,200388193130493	0	0	0,060894220283533	0	7062
AVG			0,000475606918335		0,200434064865112			0,064980941655962		7023,4
										
10	500	12,272313117981	0,001355055332184	0	0,200574707984924	0	0	0,062780421481985	0	40578
10	500	12,2658653259277	0,000917385101318	0	0,204887294769287	0	0	0,065937961595273	0	40600
10	500	12,2636835575104	0,00092368221283	0	0,205276679992676	0	0	0,063200416992442	0	40512
10	500	12,2629663944244	0,000792051315308	0	0,205562710762024	0	0	0,060895940270648	0	40611
10	500	12,2638535499573	0,000883074760437	0	0,20366907119751	0	0	0,0589651531151	0	40523
AVG			0,000974249744415		0,203994092941284			0,062355978691089		40564,8
										
100	5000	12,3007810115814	0,009801601600647	0	0,904175188541412	0	0	0,072233009708738	0	366422
100	5000	12,2774193286896	0,007663923978806	0	0,295425291061401	0	0	0,068580316742081	0	366720
100	5000	12,2839939594269	0,007968536806107	0	0,441617784500122	0	0	0,065462753950338	0	366518
100	5000	12,2828862667084	0,007628713178635	0	0,329566354751587	0	0	0,062925400045075	0	366720
100	5000	12,2813060283661	0,006866138029099	0	0,282323257923126	0	0	0,055876288659793	0	366417
AVG			0,007985782718658		0,45062157535553			0,065015553821205		366559,4
										
										
QOS SERVER = 0										
QOS CLIENT = 1										
1	50	12,2910213470459	0,000908842086792	0,000797486305237	0,200525045394897	0	0	0,059320349761526	0	9510
1	50	12,2921721935272	0,001006264686584	0,00089635848999	0,2004714012146	0	0	0,057270571063674	0	9518
1	50	12,291003704071	0,00100405216217	0,000897936820984	0,200471878051758	0	0	0,056070826306913	0	9508
1	50	12,2912118434906	0,000933718681335	0,000839323997498	0,200460910797119	0	0	0,055072918300141	0	9510
1	50	12,2927801609039	0,00098256111145	0,00088285446167	0,20047402381897	0	0	0,054176436107854	0	9508
AVG			0,000967087745667	0,000862792015076	0,200480651855469			0,056382220308022		9510,8
										
10	500	12,2712280750275	0,001145288467407	0,000441064834595	0,20256724357605	0	0	0,057603241991509	0	43039
10	500	12,2657759189606	0,000872967720032	0,000313348770142	0,205051112174988	0	0	0,055735085227272	0	42962
10	500	12,2672188282013	0,001144376754761	0,000387487411499	0,204013228416443	0	0	0,054687499999999	0	43094
10	500	12,2671670913696	0,001010252952576	0,000364193916321	0,202189803123474	0	0	0,053807262141872	0	43050
10	500	12,2661690711975	0,001020153522491	0,000361180305481	0,203575563430786	0	0	0,053011184399196	0	43094
AVG			0,001038607883453	0,000373455047607	0,203479390144348			0,05496885475197		43047,8
										
100	5000	12,2808327674866	0,007045183229446	0,000356364250183	0,316359543800354	0	0	0,054814416352877	0	368670
100	5000	12,2868361473083	0,008186568450928	0,000408720970154	0,290939517021179	0	0	0,057496109285837	0	368362
100	5000	12,2872612476349	0,00819437456131	0,000416254997253	0,353152887821197	0	0	0,05637239165329	0	368968
100	5000	12,2823643684387	0,00825284743309	0,00040735244751	0,3757377409935	0	0	0,055369177774449	0	369372
100	5000	12,2873349189758	0,008207683324814	0,000421237945557	0,300327136516571	0	0	0,055067377877596	0	369271
AVG			0,007977331399918	0,000401986122131	0,32730336523056			0,05582389458881		368928,6
