1;50;12,31171202659607;0,004945211410522461;0,0;0,013372659683227539;0;0;1,2447761194029865;0,0;7535
1;50;12,345931053161621;0,005360960960388184;0,01424546241760254;0,012217044830322266;0;0;0,5343283582089553;0,0;10193
1;50;12,34716010093689;0,005588383674621582;0,014382500648498536;0,012525320053100586;0;0;0,591044776119403;0,0;10179
1;50;12,348785877227783;0,005587801933288574;0,014431977272033691;0,012192249298095703;0;0;0,5044776119402987;0,0;10189
10;500;12,358399391174316;0,010554887294769288;0,0014298057556152344;0,01393752098083496;0;0;0,9641791044776122;0,0;42556
100;4922;12,427903652191162;0,0548568430687053;0,00028498649597167967;0,015848753452301027;78;0;5,040298507462684;0,07313432835820893;362500
100;4950;12,441646575927734;0,05430758895296039;0,0002447795867919922;0,015761635303497314;50;0;5,162686567164177;0,07313432835820893;363000
100;5000;12,426968336105347;0,05097679862976074;0,00023916244506835938;0,015772643089294432;0;0;4,74626865671642;0,07462686567164177;365680
10;500;12,357532262802124;0,011486388683319092;0,0014422178268432618;0,014813089370727539;0;0;1,0597014925373132;0,0;42600
100;5000;12,444451093673706;0,05621625652313232;0,00024188041687011718;0,015551261901855469;0;0;5,071641791044774;0,07462686567164177;366387
10;500;12,368340253829956;0,010956023693084717;0,0013926362991333009;0,015612053871154784;0;0;1,0850746268656712;0,0;42501
10;500;12,36483645439148;0,011785610675811768;0,0013383054733276368;0,014250230789184571;0;0;1,0477611940298506;0,0;42578
1;50;12,34851336479187;0,0058786535263061525;0,014587640762329102;0,013014554977416992;0;0;0,562686567164179;0,0;10185
2;100;12,351230382919312;0,00644944429397583;0,007068824768066406;0,012111902236938477;0;0;0,6470588235294116;0,0;13795
2;100;12,351230382919312;0,00644944429397583;0,007068824768066406;0,012111902236938477;0;0;0,6470588235294116;0,0;13795
2;100;12,351230382919312;0,00644944429397583;0,007068824768066406;0,012111902236938477;0;0;0,6470588235294116;0,0;13795
2;100;12,351230382919312;0,00644944429397583;0,014324941635131837;0,012111902236938477;0;0;0,6470588235294116;0,0;13795
50;2500;12,398736476898193;0,027000620555877687;0,014844732284545898;0,015556683540344238;0;0;2,6985074626865666;0,04626865671641793;186589
100;5000;12,443962812423706;0,055119500827789304;0,015741724967956543;0,015779876708984376;0;0;5,134328358208956;0,07462686567164177;365983
50;2500;12,442634582519531;0,045071666431427;0,015741724967956543;-12,171152629852294;0;0;5,134328358208956;0,07462686567164177;13762
10;500;12,410585165023804;0,023227275371551514;0,003002924919128418;-60,91923017501831;0;0;5,134328358208956;0,07462686567164177;13762
100;4950;12,44661283493042;0,05456440275365656;0,015658206939697265;0,01586219310760498;50;0;4,985074626865671;0,07164179104477611;362600
100;5000;12,438668012619019;0,054132114601135255;0,015552711486816407;0,015936453342437745;0;0;5,097014925373136;0,07164179104477611;366387
100;5000;12,447001457214355;0,05267792239189148;0,015969028472900392;0,015595841407775878;0;0;4,710606060606059;0,07272727272727271;366589
10;500;12,369799852371216;0,013132195949554443;0,01432246208190918;0,013607335090637208;0;0;1,1044776119402984;0,016417910447761194;42567
10;500;12,36257815361023;0,010544106006622315;0,013964600563049316;0,014964723587036132;0;0;0,9552238805970149;0,025373134328358214;41969
1;50;12,35611367225647;0,0059630203247070315;0,0014021968841552734;-75,21606230735779;0;0;0,9552238805970149;0,025373134328358214;11121
