N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
										
QOS SERVER = NON										
QOS CLIENT = NON										
										
1	20	11,8096988201141	0,005494523048401	0	2,07171869277954	30	0	0,169649805447472	0	3949
1	24	12,3079581260681	0,004932095607122	0	0,012273788452149	26	0	0,152918287937744	0	4613
1	32	12,3104782104492	0,005167737603188	0	0,012225389480591	18	0	0,174418604651164	0	5570
1	27	12,3081874847412	0,005075030856662	0	2,72624635696411	23	0	0,124806201550388	0	5062
1	21	12,0586783885956	0,00509406271435	0	0,012119054794312	29	0	0,119379844961241	0	3935
AVG	24,8	12,1590002059936	0,005152689965944		0,966916656494141	25,2		0,148234548909601		4625,8
										
10	209	12,0593056678772	0,008707434954467	0	2,82408847808838	291	0	0,254474708171206	0	18251
10	266	12,3270485401154	0,01060240211941	0	3,55593414306641	234	0	0,341634241245137	0	22519
10	216	12,0610582828522	0,009967174221172	0	2,29622333049774	284	0	0,276744186046511	0	18801
10	253	12,3222761154175	0,009886661150178	0	1,17247452735901	247	0	0,339534883720931	0	21732
10	241	12,3093266487122	0,008909506529542	0	3,06343870692783	259	0	0,286821705426356	0	20849
AVG	237	12,2158030509949	0,009614635794954		2,58243183718787	263		0,299841944922028		20430,4
										
100	2563	11,8560018539429	0,040100784530112	0	2,01023201412625	2437	0	1,49529411764706	0,082745098039216	194328
100	2413	12,1238625049591	0,039725844751757	0	3,10431872167085	2587	0	1,72619047619048	0,083333333333333	183478
100	2591	11,3516285419464	0,034220535718837	0	3,1006379538569	2409	0	1,33720930232558	0,082558139534884	196127
100	2530	12,0917794704437	0,033307410014058	0	2,06416317431823	2470	0	1,24513618677043	0,082490272373541	191347
100	2497	12,3732950687408	0,039628365825282	0	3,20533454418182	2503	0	1,27952755905512	0,083464566929134	182321
AVG	2406	11,6476036071777	0,03488141681615		2,41420792785157	2594		1,2696364484804	0,082271880284102	183108,8
										
										
QOS SERVER = NON										
QOS CLIENT = CON										
										
1	36	20,7545416355133	1,74604194694095	3,51641828186658	0,011894464492798	14	0	0,296116504854368	0,046601941747573	10386
1	33	17,783625125885	1,058158715566	5,98285605956097	16,1200377941132	17	0	0,225482625482626	0	11034
1	37	14,2683568000793	1,12249868624919	4,58605856895447	0,012078762054443	13	0	0,276585365853658	0	10857
1	35	16,5276596546173	1,63144892965044	4,73448506180121	2,6948390007019	15	0	0,204247104247105	0	10754
1	32	27,0849223136902	1,12522356957197	1,99653677551114	0,01207709312439	18	0	0,321951219512195	0	10131
AVG	34,6	19,283821105957	1,33667436959571	4,16327094953887	3,77018542289735	15,4		0,26487656398999	0,009320388349515	10632,4
										
10	351	14,9873197078705	0,945425447274768	2,80580379486084	2,71713161468506	149	0	0,374031007751939	0	33723
10	317	40,5498280525208	1,89970428195643	5,20876585483551	2,17525413301256	183	4	0,462548262548262	0,052509652509652	32421
10	354	24,0183553695679	1,23927560875908	3,07514284133911	3,99458992481232	146	0	0,544059405940594	0,043564356435644	32465
10	341	32,006644487381	2,2155421649861	6,37253747463226	1,91577514012655	159	0	0,401162790697676	0,052713178294574	33146
10	337	18,6076729297638	0,695262439086324	4,554534907341	5,71121146678925	163	0	0,400775193798451	0	33149
AVG	340	26,0339641094208	1,39904198841254	4,40335697460174	3,30279245588515	160	0,8	0,436515332147384	0,029757437447974	32980,8
										
100	3367	59,6468198299408	1,20561773402504	3,12309963703156	2,40398362245453	1633	113	1,62131782945736	0,082558139534884	262606
100	3447	42,0701589584351	1,90485656417361	4,38910681724548	3,54246232011816	1553	92	1,85387596899225	0,082558139534884	267797
100	3409	20,2637944221497	1,33065052867554	4,89485625743866	4,46814355483422	1591	98	1,9453488372093	0,081395348837209	265650
100	3390	19,7997305393219	1,6958030387965	4,53447504520416	3,95779694005063	1610	0	2,43118811881188	0,08960396039604	249572
100	3549	19,6439912319183	1,27950485976956	3,56713164329529	3,77438895235357	1451	0	2,22920792079208	0,08960396039604	261932
AVG	3432,4	32,2848989963532	1,48328654508805	4,10173388004303	3,62935507796222	1567,6	60,6	2,01618773505257	0,085143909739812	261511,4
