N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
										
										
QOS SERVER = NON										
QOS CLIENT = NON										
										
										
1	47	12,3143663406372	0,005299578321741	0	2,86979460716248	3	0	0,363709677419355	0	7173
1	46	12,3122985363007	0,005448538324107	0	0,012020349502564	4	0	0,366666666666666	0,03739837398374	7099
1	44	12,3130877017975	0,005286298014901	0	0,012287855148316	6	0	0,376612903225806	0	6868
1	45	12,3137476444244	0,005327293607924	0	0,012059926986694	5	0	0,387096774193548	0	6945
1	42	12,3139805793762	0,005517119453067	0	0,01215672492981	8	0	0,360483870967742	0	6670
AVG			0,005375765544348		0,583663892745972	5,2		0,370913978494623	0,007479674796748	6951
										
10	449	12,3212914466858	0,011724569357879	0	0,212418007850647	51	0	0,659677419354839	0,043548387096774	36172
10	464	12,0704581737518	0,011179043904499	0	0,235489678382874	36	0	0,669354838709678	0	37289
10	463	12,3309831619263	0,011729351928561	0	0,540826630592346	37	0	0,692741935483872	0	37252
10	460	12,3308188915253	0,012034986852102	0	0,011863589286804	40	0	0,687096774193549	0,042741935483871	36973
10	439	12,3316111564636	0,011417577219187	0	0,261159324645996	61	0	0,696774193548388	0,037096774193548	35503
AVG			0,011617105852445		0,252351446151733	45		0,681129032258065	0,024677419354839	36637,8
										
100	4680	12,3697993755341	0,053493209138464	0	0,29721955537796	320	0	3,18548387096774	0,083064516129032	341824
100	4507	12,3643565177917	0,048631693154256	0	0,261890380382538	493	0	2,82177419354839	0,083064516129032	331616
100	4645	12,3836760520935	0,052997405537231	0	0,381391332149506	355	0	3,14032258064516	0,083064516129032	339131
100	4441	12,3831512928009	0,048017078224689	0	0,25285463809967	559	0	2,75564516129032	0,083064516129032	324607
100	4573	12,3827688694	0,04921715850053	0	0,182681248188019	427	0	2,67822580645161	0,083064516129032	334302
			0,050471308911034		0,275207430839539	430,8		2,91629032258064	0,083064516129032	334296
QOS SERVER = NON										
QOS CLIENT = CON										
										
1	49	12,8963096141815	0,110600466630897	0,271547627449036	0,012871980667114	1	0	0,395161290322581	0	10351
1	48	14,3155200481415	0,063046261668205	0,289136919975281	0,012307405471802	2	0	0,334677419354839	0	10286
1	48	12,3400683403015	0,057582249244054	0,268539991378784	6,62562155723572	2	0	0,396774193548387	0	10450
1	48	12,3338222503662	0,265678539872169	0,362953329086304	0,012829303741455	2	0	0,387096774193548	0	10204
1	48	12,3459210395813	0,05045111477375	0,106754560470581	0,012070655822754	2	0	0,391129032258065	0	10114
AVG			0,109471726437815	0,259786485671997	1,33514018058777	1,8		0,380967741935484		10281
										
10	476	12,3694703578949	0,112714682883686	0,20313027381897	0,011673545837402	24	0	0,667741935483871	0	40982
10	469	12,3690271377563	0,29441460323523	0,449963431358337	0,725837278366089	31	1	0,680645161290323	0,040322580645161	40842
10	472	12,3710927963257	0,194793937802315	0,33882336139679	0,623571491241455	28	0	0,698387096774194	0,046774193548387	40881
10	476	12,3636338710785	0,065173467861282	0,167448048591614	0,279979491233826	24	0	0,675806451612904	0	41012
10	481	14,5471942424774	0,150891012006336	0,282358465194702	0,30687267780304	19	0	0,732258064516129	0,044354838709677	41335
AVG			0,16359754075777	0,288344716072083	0,389586896896362	25,2		0,690967741935484	0,026290322580645	41010,4
										
100	4674	13,4983103275299	0,247252656591665	0,209837212562561	0,263948459625244	326	74	3,08709677419355	0,083064516129032	349593
100	4759	14,0231204032898	0,252432710883669	0,274578256607056	0,4189772772789	241	0	2,93145161290322	0,083064516129032	349847
100	4698	12,4483036994934	0,112289838275867	0,179429612159729	0,441458289623261	302	0	3,18709677419355	0,083064516129032	345660
100	4770	13,9760453701019	0,21461583572194	0,235633635520935	0,310241723060608	230	0	2,97661290322581	0,083064516129032	350110
100	4683	12,4228837490082	0,287149239219219	0,532604713439941	0,280687639713287	317	5	3,00887096774194	0,083064516129032	347178
AVG			0,222748056138472	0,286416686058044	0,34306267786026	283,2	15,8	3,03822580645161	0,083064516129032	348477,6
