N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
										
										
QOS SERVER = NON										
QOS CLIENT = NON										
1	36	12,3133883476257	0,005586981773376	0	0,012421369552612	14	0	0,279411764705882	0	5971
1	25	12,3130788803101	0,005329008102417	0	0,012433052062988	25	0	0,243529411764707	0	4978
1	29	12,3138625621796	0,005346166676488	0	0,012188911437988	21	0	0,255294117647059	0	5256
1	33	11,8111526966095	0,005122358148748	0	2,09395360946655	17	0	0,28	0	5850
1	30	12,3137443065643	0,005415821075439	0	0,012787342071533	20	0	0,216470588235294	0	5496
AVG			0,005360067155294		0,428756856918335	19,4		0,254941176470589		5510,2
										
10	312	12,3192453384399	0,01032167493824	0	2,5222647190094	188	0	0,471764705882353	0	26128
10	325	12,3174574375153	0,010187162124875	0	0,906264472007752	175	0	0,476470588235294	0	27129
10	313	12,0774836540222	0,011122109592082	0	0,829430924521552	187	0	0,446470588235294	0	26048
10	322	12,0696935653687	0,010446769310622	0	1,98641196886698	178	0	0,475882352941176	0	26849
10	335	12,3266131877899	0,010937929923528	0	0,608761813905504	165	0	0,524705882352941	0	27859
AVG			0,01060312917787		1,37062677966224	178,6		0,479058823529412		26802,6
										
100	3266	12,3498063087463	0,041327366203772	0	2,55135567426682	1734	0	2,15058823529412	0,085294117647059	244518
100	3253	12,3765904903412	0,040802164280549	0	2,27990891024009	1747	0	2,02176470588235	0,085294117647059	243146
100	3157	12,101898431778	0,043261007645981	0	1,63483652201566	1843	0	2,03941176470588	0,085294117647059	235523
100	3305	16,6222159862518	0,041909049473928	0	2,34306123576213	1695	0	2,05823529411765	0,085294117647059	245882
100	3519	12,380508184433	0,041999783827167	0	2,10207327842712	1481	0	2,21235294117647	0,085294117647059	260650
AVG			0,041859874286279		2,18224712414236	1700		2,09647058823529	0,085294117647059	245943,8
										
QOS SERVER = NON										
QOS CLIENT = CON										
										
										
1	42	24,3966014385223	1,56044500214713	2,71680866718292	0,012356281280518	8	0	0,326470588235294	0	10771
1	41	14,3574013710022	0,770845616736063	2,3963707447052	2,4056670665741	9	0	0,282941176470587	0	10157
1	38	15,531227350235	0,43969316231577	2,43491713047028	0,012536525726318	12	0	0,301176470588235	0	10488
1	37	12,3321399688721	0,901539171064222	1,22227638721466	0,012037515640259	13	0	0,309411764705882	0	9658
1	44	42,6672658920288	1,33479597893628	2,26665140151978	18,5203006267548	6	0	0,314705882352941	0	10707
AVG			1,00146378623989	2,20740486621857	4,19257960319519	9,6		0,306941176470588		10356,2
										
10	393	13,7598600387573	0,702133465827458	2,26491365432739	1,00220918655396	107	5	0,57764705882353	0,047647058823529	36619
10	414	21,2620339393616	1,09022239215412	2,37592567920685	2,51281311511993	86	0	0,575882352941177	0	37603
10	393	23,3656666278839	1,1422542562599	3,59843045711517	1,1385409116745	107	7	0,559763313609468	0,047337278106509	37281
10	389	43,0746259689331	1,28410929370305	2,64182939052582	1,0585712061988	111	2	0,521176470588235	0,007647058823529	35986
10	412	15,7073662281036	0,388619314023427	1,97801383972168	1,96355348825455	88	0	0,564705882352941	0,048235294117647	37852
AVG			0,921467744393591	2,57182260417938	1,53513758156035	99,8		2,79917507831535	0,030173337974243	37068,2
										
100	3669	22,8860054016113	1,03740278192217	1,48353220939636	1,38284006069616	1331	213	2,62529411764706	0,082941176470588	289950
100	3902	15,0951247215271	0,78707328372395	2,29576107978821	2,55879321965304	1098	87	2,38470588235294	0,082941176470588	298611
100	3885	12,4379823207855	0,261817659309167	1,62001076698303	1,82277084625873	1115	84	2,81137724550898	0,08502994011976	297998
100	3938	26,8735501766205	1,08375130951938	2,44926798820496	1,67689189618948	1062	68	2,27705882352941	0,085294117647059	298710
100	3872	19,2691266536713	0,398952857126918	1,17076596260071	2,63107266474743	1128	0	2,40529411764706	0,085294117647059	290359
AVG			0,713799578320317	1,80386760139465	2,01447373750897	1146,8		2,50074603733709	0,084300105671011	295125,6
