N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
										
										
QOS SERVER = NON										
QOS CLIENT = NON										
										
1	41	12,0624322891235	0,005251483219426	0	0,012797355651856	9	0	0,449074074074074	0	6673
1	41	12,3114402294159	0,005155377271699	0	0,012578725814819	9	0	0,500925925925926	0	6682
1	36	12,0666749477386	0,005713164806366	0	0,012501239776611	14	0	0,460377358490566	0	5929
1	42	12,3130264282227	0,005365371704102	0	7,82700443267822	8	0	0,437037037037037	0	6561
1	39	12,0605137348175	0,004874828534249	0	0,011888265609741	11	0	0,344859813084111	0	6302
AVG	39,8	12,1628175258636	0,005272045107168		1,57535400390625	10,2		0,438454841722343		6429,4
										
10	425	12,3189182281494	0,011084665367628	0	0,501016545295715	75	0	0,799074074074073	0	34551
10	412	12,3291020393372	0,011534650296962	0	0,270458745956421	88	0	0,842056074766355	0	33333
10	387	12,3181777000427	0,01089426377859	0	0,505001354217529	113	0	0,821296296296297	0,044444444444445	31611
10	398	12,0667736530304	0,011110813677053	0	1,61957004070282	102	0	0,811111111111111	0	31653
10	382	12,3203999996185	0,013109548104954	0	1,5815381526947	118	0	0,817924528301886	0	31126
AVG	400,8	12,2706743240356	0,011546788245037		0,895516967773438	99,2		0,818292416909944	0,008888888888889	32454,8
										
100	3871	12,3832812309265	0,043610557724034	0	0,789545736312866	1129	0	3,25794392523364	0,08785046728972	285440
100	3943	12,3779258728027	0,04115488146259	0	0,601388432979584	1057	0	2,98981481481481	0,087037037037037	280720
100	4329	12,3837387561798	0,048985829300087	0	0,825774500370025	671	0	3,88611111111111	0,087962962962963	317408
100	3862	12,3816623687744	0,046912567691829	0	0,854037430286407	1138	0	3,30648148148148	0,087962962962963	284684
100	4104	12,4395735263824	0,055229226378055	0	0,440528717907992	896	0	3,97830188679245	0,087735849056604	292691
AVG	4021,8	12,3932363510132	0,047178612511319		0,702254963571375	978,2		3,4837306438867	0,087709855861857	292188,6
										
										
QOS SERVER = NON										
QOS CLIENT = CON										
										
										
1	45	18,8748915195465	0,418930488162571	0,762024550437927	0,012303829193115	5	0	0,482242990654206	0	10222
1	46	17,9371874332428	0,554947946382606	0,656601343154907	0,01221227645874	4	0	0,471028037383178	0	10209
1	42	30,8498480319977	0,815725905554635	0,777828736305237	0,012117147445679	8	0	0,453846153846154	0	9780
1	45	13,9452302455902	0,064574835035536	0,448579306602478	0,012660264968872	5	0	0,561538461538462	0	10131
1	47	15,0084667205811	0,476510798677485	1,13316074848175	0,011842489242554	3	0	0,542592592592593	0	10736
AVG	45	19,3231247901917	0,466137994762566	0,75563893699646	0,012227201461792	5		0,502249647202918		10215,6
										
10	443	13,9818696975708	0,322229530866184	0,606681823730469	1,32913976245456	57	1	0,905607476635514	0,042056074766355	39264
10	444	14,8819117546082	0,578824658921787	0,932667093276978	0,295706725120544	56	0	0,85754716981132	0	39150
10	450	13,565593957901	0,415646611380199	0,687170338630676	0,25795693397522	50	2	1,10288461538462	0	39538
10	445	16,1781439781189	0,34078272684226	0,89907835483551	0,227601003646851	55	0	1,18942307692308	0,047115384615385	39453
10	442	16,150297164917	0,365166094700495	0,512341256141663	1,19786615371704	58	8	0,885185185185185	0,032407407407408	39460
AVG	444,8	14,9515633106232	0,404529924542185	0,727587773323059	0,661654115782844	55,2	2.,2	0,988129504787942	0,02431577335783	39373
										
100	4338	13,6191504001617	0,370503591685794	0,519936203956604	0,557730195522308	662	137	3,78207547169811	0,087735849056604	318885
100	4371	17,773449420929	0,70063864981549	1,01796895027161	0,709878001213074	629	148	4,24952380952381	0,087619047619048	322771
100	4441	12,4506502151489	0,107714259299935	0,173410978317261	0,608985676765442	559	53	4,1952380952381	0,087619047619048	320448
100	4454	13,2479250431061	0,36088213816428	0,42275698184967	1,04900097131729	546	0	2,40845070422535	0,085211267605634	329090
100	4465	15,0751740932465	0,485442730972006	0,945330328941345	0,49426417350769	535	49	3,55277777777778	0,087962962962963	333238
										
AVG	4413,8	15,5229341506958	0,422893029385239	0,67096877861023	0,62609943819046	637,8	77,4	4,06868493560946	0,087711190975342	325646,4
