N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
										
										
QOS SERVER = NON										
QOS CLIENT = NON										
										
1	41	12,3062582015991	0,004570181776838	0	0,012021541595459	9	0	0,56	0,023333333333333	6358
1	43	12,0605721473694	0,005325733229171	0	0,012320041656494	7	0	0,678333333333333	0	6660
1	45	12,313152551651	0,005322064293755	0	0,012265920639038	5	0	0,616666666666667	0,02	6885
1	44	12,0617833137512	0,005263924598694	0	0,011904716491699	6	0	0,671666666666667	0	6804
1	41	12,3131074905396	0,005208102668204	0	0,012415647506714	9	0	0,576666666666667	0	6600
1	46	12,061742067337	0,005272181137748	0	0,012394428253174	4	0	0,566666666666667	0,026666666666667	7025
1	42	12,0620455741882	0,005350777081081	0	0,012145519256592	8	0	0,626666666666667	0	6663
1	43	12,3128235340118	0,005355840505556	0	0,01255464553833	7	0	0,576666666666667	0	6887
1	40	12,0626957416534	0,00533082485199	0	0,011763334274292	10	0	0,673333333333333	0	6453
1	40	12,3120653629303	0,005392974615097	0	0,011996269226074	10	0	0,641666666666666	0,03	6605
AVG			0,005239260475813							
										
10	393	12,3201370239258	0,010719451570006	0	0,013952660560608	107	0	1,2864406779661	0,032203389830509	31997
10	377	12,3142828941345	0,010354938331941	0	0,01475191116333	123	0	1,175	0	30790
10	398	12,3115990161896	0,010713431082161	0	0,014747095108032	102	0	1,10333333333333	0	32325
10	448	12,3265807628632	0,010809132413416	0	0,014723920822144	52	0	1,30166666666667	0	36162
10	432	12,0780007839203	0,011094135329837	0	0,014866614341736	68	0	1,31166666666667	0	35022
10	408	12,3123593330383	0,010754276490926	0	0,01466178894043	92	0	1,18333333333333	0	33127
10	407	12,3180203437805	0,010917078407984	0	0,01446418762207	93	0	1,16101694915254	0,022033898305085	33095
10	409	12,312689781189	0,010715178872817	0	0,014329338073731	91	0	1,29322033898305	0	33212
10	374	12,3138163089752	0,011303940015018	0	0,014513492584229	126	0	1,25333333333333	0,021666666666667	30429
10	410	12,3092041015625	0,010358519709217	0	0,01434850692749	90	0	1,14833333333333	0	33361
AVG			0,010774008222332							
										
100	4197	12,3617367744446	0,050573580565244	0	0,015691719055176	803	0	5,89830508474576	0,076271186440678	306953
100	3898	12,3771951198578	0,045272483565199	0	0,015710589885712	1102	0	5,71186440677966	0,077966101694915	286623
100	4159	12,3523573875427	0,04945716923563	0	0,015781891345978	841	0	6,04406779661017	0,077966101694915	304756
100	4240	12,3741724491119	0,050908488239679	0	0,01566029548645	760	0	6,46440677966102	0,076271186440678	310620
100	4096	12,352639913559	0,047885668790134	0	0,015656366348267	904	0	6,10338983050847	0,077966101694915	302312
100	4307	12,3793504238129	0,050783195408752	0	0,015649244785309	693	0	6,42542372881356	0,077966101694915	315752
100	4127	12,3827102184296	0,049901019906714	0	0,015812730789185	873	0	6,05254237288136	0,077966101694915	302534
100	3864	12,3772675991058	0,048904539569113	0	0,015582826137543	1136	0	5,93728813559322	0,079661016949153	285011
