N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES	MQTT DATA
											
QOS SUBSCRIBE= 0											
QOS PUBLISH= -1											
											
1	34	12,0271074771881	0,001486574902254	0	0,200769901275635	16	0	0,03487376752001	0	5235	8163
1	40	12,2784652709961	0,001552361249924	0	0,200714588165283	10	0	0,034844187628669	0	5980	8999
1	41	12,2790253162384	0,001423091423221	0	0,200805187225342	9	0	0,03481450420428	0	6182	9387
1	45	12,0279939174652	0,001486333211263	0	0,200742244720459	5	0	0,034755135673435	0	6537	9739
1	40	12,2793343067169	0,001462340354919	0	0,200782537460327	10	0	0,034784717903941	0	5989	9007
1	41	11,7781326770782	0,001527931632065	0	0,20073938369751	9	0	0,034725756601833	0	6055	9145
1	39	12,0269014835358	0,001445421805749	0	0,200771331787109	11	0	0,03466699484439	0	5912	8997
1	39	11,7772629261017	0,001462459564209	0	0,200878620147705	11	0	0,034696274529645	0	5985	9341
1	41	12,0284433364868	0,001533101244671	0	0,200761795043945	9	0	0,034637764534874	0	6201	9407
1	43	12,028826713562	0,001514041146567	0	0,200722932815552	7	0	0,034608431620335	0	6325	9533
AVG			0,001489365653484								
											
10	393	12,2621455192566	0,001261513955114	0	0,202152705192566	107	0	0,034598715609211	0	32152	49857
10	434	12,2620096206665	0,001186096723179	0	0,201489901542664	66	0	0,034627880022481	0	35338	55530
10	408	12,2620024681091	0,001253374651367	0	0,201261281967163	92	0	0,034686509140646	0	33213	52131
10	397	12,2623891830444	0,001205312815361	0	0,201124596595764	103	0	0,034657245927862	0	32400	50041
10	433	12,2624361515045	0,001278436762081	0	0,201654314994812	67	0	0,034715821812599	0	35114	55214
10	391	12,2618544101715	0,00121171578117	0	0,202945566177368	109	0	0,034774749354099	0	32008	50935
10	410	12,2619149684906	0,001161263047195	0	0,201468086242676	90	0	0,034745337127656	0	33465	53124
10	411	12,2625858783722	0,001369563332439	0	0,202270245552063	89	0	0,034804518577357	0	33429	52131
10	405	12,2645273208618	0,001253070949036	0	0,182217168807983	95	0	0,034834338812684	0	33113	53253
10	398	12,2632358074188	0,001263147023455	0	1,00379505157471	102	0	0,034863901977602	0	32957	52430
AVG			0,00124434950404								
											
100	4042	12,0336668491364	0,00973930558257	0	0,155889446735382	958	0	0,034854042015399	0	302450	480335
100	4345	12,2818434238434	0,009053301399679	0	0,149332821369171	655	0	0,034824341806079	0	323039	510130
100	4113	11,7782759666443	0,009229285219073	0	0,1492178606987	887	0	0,034794538677022	0	308482	491239
