N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES	MQTT DATA
											
											
QOS SUBSCRIBE= 0											
QOS PUBLISH= -1											
1	50	12,2767140865326	0,001396446228027	0	0,20073938369751	0	0	0,035480562478074	0	7067	10311
1	50	12,2777144908905	0,0014666223526	0	0,200722455978394	0	0	0,035449785388439	0	7095	10339
1	50	12,2790982723236	0,001451344490051	0	0,200649976730347	0	0	0,035418902595102	0	7085	10329
1	50	12,2766976356506	0,001441478729248	0	0,200719594955444	0	0	0,035388232338191	0	7089	10193
1	50	12,2786617279053	0,00147114276886	0	0,200544118881226	0	0	0,035327050898475	0	7095	10339
1	50	12,2784247398376	0,001495299339294	0	0,2007896900177	0	0	0,035357615151858	0	7077	10181
1	50	12,2795414924622	0,001513867378235	0	0,200861930847168	0	0	0,035265922961708	0	7085	10189
1	50	12,2782227993011	0,001479773521423	0	0,200719594955444	0	0	0,035205006204197	0	7091	10335
1	50	12,2788524627686	0,00144880771637	0	0,200766086578369	0	0	0,035235359550414	0	7099	10203
1	50	12,2794752120972	0,001483907699585	0	0,200795650482178	0	0	0,035296381487683	0	7097	10341
AVG			0,001464869022369								
											
10	500	12,2620785236359	0,001287635803223	0	0,201850867271423	0	0	0,035286117560745	0	39962	57642
10	500	12,2631275653839	0,001227300167084	0	0,201788067817688	0	0	0,035225131077113	0	39830	57510
10	500	12,2623972892761	0,001209691524506	0	0,201359486579895	0	0	0,035194952388605	0	39973	57513
10	500	12,2629010677338	0,001196590900421	0	0,201152396202087	0	0	0,035255676738784	0	39797	57477
10	500	12,2618448734283	0,00113063621521	0	0,201131987571716	0	0	0,035347473996033	0	39885	57425
10	500	12,2634544372559	0,001292719364166	0	0,603430771827698	0	0	0,035316769129509	0	39951	57538
10	500	12,2632179260254	0,001309453487396	0	0,202014636993408	0	0	0,035377914930458	0	39907	57587
10	500	12,2625706195831	0,001360054016113	0	0,201362085342407	0	0	0,035408726257338	0	39929	57609
10	500	12,2633724212646	0,001204375743866	0	0,201671671867371	0	0	0,035439432063267	0	39973	57513
10	500	12,2625098228455	0,001353598594666	0	0,203409671783447	0	0	0,035470191170456	0	39929	57469
AVG			0,001257205581665								
											
100	4996	12,2820446491241	0,009796801187975	0	0,147888579368591	4	0	0,035459985343773	0	368027	530124
100	4996	12,2810249328613	0,009169957893576	0	0,142832832336426	4	0	0,035429084783833	0	368733	530633
100	5000	12,2825074195862	0,009266527748108	0	0,224814550876617	0	0	0,03539839689792	0	368145	530139
100	4985	12,2822620868683	0,009390011522452	0	0,22196742773056	15	0	0,035367762128329	0	368347	530481
100	4990	12,2834146022797	0,009898087782468	0	0,154913303852081	10	0	0,035337180337273	0	368430	530470
100	5000	12,2822933197021	0,009209182548523	0	0,263230800628662	0	0	0,035306493343722	0	368659	530840
100	4993	12,2833335399628	0,009547977630872	0	0,153354868888855	7	0	0,035276017371007	0	368127	530027
100	5000	12,2837579250336	0,009388396263123	0	0,237541601657867	0	0	0,035245436468042	0	368347	530341
