N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES	MQTT DATA
100	4474	12,2818319797516	0,009387771679346	0	0,148990526199341	526	0	0,035063682233438	0	331791	500271
100	4368	12,2855877876282	0,009843521611594	0	0,225581495761871	632	0	0,035033468212974	0	324930	490687
100	4457	12,28329205513	0,010180392660099	0	0,190511920452118	543	0	0,035003461558947	0	331940	500692
100	4639	12,2827243804932	0,009377150680516	0	0,171917960643768	361	0	0,034973351187893	0	343700	520286
100	4647	12,2938992977142	0,00986960536053	0	0,144669849872589	353	0	0,034943447383697	0	344374	520572
100	4272	12,2838981151581	0,009422340698903	0	0,153880128860474	728	0	0,034913594674036	0	318711	481197
100	4459	12,2838878631592	0,009877671359178	0	0,133374664783478	541	0	0,034883638647363	0	331237	500026
AVG			0,0096941134825								
											
QOS SUBSCRIBE= 0											
QOS PUBLISH= 0											
1	47	12,2768013477325	0,001454444641763	0	0,20073390007019	3	0	0,033726871945304	0	6890	9901
1	43	12,2786033153534	0,001508158306743	0	0,200734615325928	7	0	0,03369891692124	0	6607	9893
1	45	12,0278871059418	0,001453955968221	0	0,200768947601318	5	0	0,033671008200678	0	6748	9897
1	46	12,2774052619934	0,001447304435398	0	0,200819969177246	4	0	0,033643145668673	0	6953	10149
1	47	12,2790384292603	0,001540346348539	0	0,200780391693115	3	0	0,03361547247652	0	6952	9951
1	43	12,0278549194336	0,001501327337221	0	0,200707674026489	7	0	0,033587844772156	0	6406	9305
1	48	12,2775566577911	0,00146147608757	0	0,200549602508545	2	0	0,033532725378912	0	7008	9939
1	44	12,0279977321625	0,001488653096286	0	0,200855016708374	6	0	0,033505091139254	0	6673	9751
1	46	12,2778468132019	0,001441800076029	0	0,200713872909546	4	0	0,033477644502172	0	6877	10085
1	46	11,7768225669861	0,00154245418051	0	0,200757503509521	4	0	0,033560405240386	0	6889	10097
AVG			0,001483992047828								
											
10	470	12,2611229419708	0,001315727132432	0	1,00455932617188	30	0	0,033468410935773	0	40502	58308
10	431	12,0117139816284	0,001329624459251	0	0,202028584480286	69	0	0,033495842428467	0	36991	54812
10	421	12,0128703117371	0,001214150861437	0	0,201454734802246	79	0	0,033523461407688	0	36281	53778
10	449	12,2610411643982	0,001222637023586	0	0,202592301368713	51	0	0,033551125970924	0	38307	55912
10	444	12,2634656429291	0,001385694151526	0	0,201017642021179	56	0	0,033578693277368	0	37968	55772
10	467	12,2610867023468	0,001313392814783	0	0,201567053794861	33	0	0,033606162734717	0	39661	56905
10	435	11,7611961364746	0,001388144219059	0	0,202421641349792	65	0	0,03363382059461	0	37227	53756
10	457	12,2618579864502	0,001218823426662	0	0,20154230594635	43	0	0,03366166767671	0	38897	56968
10	448	12,262330532074	0,001286828624351	0	0,202058863639832	52	0	0,033689560908939	0	38271	55805
10	441	12,2631874084473	0,001328728907233	0	0,202280855178833	59	0	0,033717500406114	0	37682	54683
AVG			0,001300375162032								
											
100	4758	12,2815523147583	0,009603771305525	0	0,159929981231689	242	0	0,033708134073536	0	362092	537906
100	4526	12,2861843109131	0,009245763560391	0	0,171630704402924	474	0	0,033680210090316	0	347648	518892
100	4514	12,2823216915131	0,009281047002161	0	0,157863624095917	486	0	0,033652332333531	0	345236	513224
100	4766	12,2816762924194	0,009719547132859	0	0,182173142433166	234	0	0,033624644032539	0	362858	538082
100	4631	12,2830064296722	0,009525024306566	0	0,152846171855927	369	0	0,033597001256579	0	353747	528109
100	4367	12,2818310260773	0,009328218518609	0	0,163698179721832	633	0	0,033569546768135	0	335514	498819
100	4598	12,2815968990326	0,009246371683218	0	0,145363349914551	402	0	0,03354185183138	0	351987	523733
100	4565	12,2842619419098	0,00967837048517	0	0,150512726306915	435	0	0,033514202553701	0	349380	518677
100	4375	12,2801623344421	0,009221793910435	0	0,187495317459106	625	0	0,033486740992964	0	335315	498067
100	4551	12,279510974884	0,009463256910538	0	0,147330915927887	449	0	0,033459182461442	0	348477	518572
AVG			0,009431316481547								
											
											
QOS SUBSCRIBE= 0											
QOS PUBLISH= 1											
1	42	12,2955422401428	0,002000905218579	0,770662417411804	0,200576543807983	8	9	0,032282121350965	0	10157	14985
1	47	12,2875487804413	0,001768436837704	0,468406162261963	0,200746059417725	3	4	0,032483162781577	0	10122	15003
1	46	12,2931966781616	0,089442745498989	0,838947043418884	0,200785875320435	4	9	0,032450274348426	0	10870	16083
1	48	12,2918817996979	0,001952136556307	0,109955706596374	0,200773000717163	2	0	0,032417188022548	0	9705	14043
1	49	12,2881968021393	0,001797841519726	0,287138085365295	0,200685977935791	1	2	0,032384432982133	0	9986	14461
1	40	13,5529704093933	0,102312362194061	0,53691650390625	0,200525522232056	10	5	0,032351875745356	0	10513	15541
1	44	12,5508062839508	0,093499254096638	0,794758009910583	0,200607299804687	6	6	0,032319515319091	0	10036	14731
1	46	12,2921321392059	0,001820699028347	0,625536546707153	0,200860261917114	4	6	0,032254595625536	0	10268	15283
1	46	12,2926330566406	0,001920513484789	0,472518463134766	0,200730800628662	4	4	0,032222168170655	0	10051	15001
1	48	12,286652803421	0,001639172434807	0,488417201042175	0,200647830963135	2	5	0,032287088414266	0	10246	14989
AVG			0,029815406686995								
											
10	475	12,2677712440491	0,043912051351447	0,081264023780823	0,201707029342651	25	10	0,032211329991371	0	43659	64086
10	478	12,2678501605988	0,127810370971967	0,282428941726685	0,201114344596863	22	35	0,032243735624493	0	45756	67531
10	484	14,2857692241669	0,093671656344548	0,137795758247375	0,20142834186554	16	8	0,032276206525494	0	44186	64130
10	477	12,270102262497	0,090562161659545	0,222135467529297	0,202069115638733	23	27	0,03230861156501	0	45200	66357
10	470	12,2729110717773	0,036586893365738	0,065329604148865	0,201259684562683	30	0	0,032340950148922	0	42511	62879
10	474	12,2732307910919	0,087182087234304	0,206231698989868	0,201807856559753	26	20	0,032373485388456	0	44514	65205
10	479	12,2668108940125	0,005729261669087	0,161635808944702	0,20147340297699	21	39	0,032406086155304	0	46126	67553
10	478	12,5248200893402	0,169754341556437	0,250117378234863	0,201498007774353	22	18	0,032439149811453	0	44469	65087
10	478	13,7779462337494	0,043640319772345	0,121514043807983	0,182293701171875	22	19	0,032472148346062	0	44537	65227
10	481	13,777930021286	0,085161807879093	0,161716933250427	0,20162992477417	19	17	0,032271163983302	0	44634	65205
AVG			0,078401095180451								
											
100	4756	12,2948451042175	0,131539118350104	0,350951209068298	0,235238466262817	244	94	0,032493919015599	0	371609	552397
100	4754	12,3016078472137	0,100305410458553	0,439241576194763	0,194669182300568	246	362	0,032461141377595	0	390823	583127
100	4639	12,3025040626526	0,137957603773646	0,394995431900024	0,148372001647949	361	170	0,032428032899249	0	369354	547647
100	4622	12,3003294467926	0,140147633389548	0,39902355670929	0,200787024497986	378	180	0,032395123919452	0	368763	547505
100	4760	12,2911429405212	0,053512195478968	0,306926007270813	0,199821035861969	240	186	0,032362545193971	0	378031	562010
100	4551	12,3038508892059	0,057735624063987	0,311070733070374	0,153044312000275	449	179	0,032330163430332	0	364040	542505
100	4722	12,292947769165	0,100474575625189	0,419622664451599	0,168429932594299	278	353	0,032297715165728	0	386620	576569
100	4747	12,287841796875	0,057669443408138	0,358945989608765	0,159256184101105	253	261	0,032265331969412	0	383022	572244
100	4762	14,0612549781799	0,173302985098822	0,387143206596374	0,191193580627441	238	85	0,032232882934033	0	370326	551230
100	4768	14,050933599472	0,194391972366595	0,637096080780029	0,191209607124329	232	535	0,03220049910065	0	404022	602263
AVG			0,114703656201355								
10;230;5,520765781402588;0,008159361714902131;0,07900178950765858;0,20097653865814208;270;0;0,0306961708678111;0,0;183745;258329
