SENDTIME;RCVTIME
SUB;1604089152.264128
SUBACK;1604089152.4671838
1604089159.5393143;1604089159.552962
1604089159.7899528;1604089159.8085616
1604089160.040291;1604089160.047421
1604089160.2905893;1604089160.3063095
1604089160.5409806;1604089160.549382
1604089160.7913089;1604089160.8040276
1604089161.0416043;1604089161.054375
1604089161.2919402;1604089161.2980776
1604089161.5422273;1604089161.5479512
1604089161.7927592;1604089161.80092
1604089162.043161;1604089162.0498977
1604089162.2934544;1604089162.306665
1604089162.543864;1604089162.5537715
1604089162.7942333;1604089162.805381
1604089163.0446086;1604089163.0545137
1604089163.294985;1604089163.3036287
1604089163.5454507;1604089163.554056
1604089163.7959363;1604089163.803112
1604089164.0462127;1604089164.055482
1604089164.2964554;1604089164.3021305
1604089164.5470073;1604089164.558123
1604089164.7973979;1604089164.8074102
1604089165.0477586;1604089165.052876
1604089165.298132;1604089165.3106592
1604089165.5483167;1604089165.5593479
1604089165.79868;1604089165.8071673
1604089166.04899;1604089166.0560098
1604089166.2992473;1604089166.3133643
1604089166.5496855;1604089166.5589647
1604089166.8000822;1604089166.8101082
1604089167.0503068;1604089167.0606668
