SENDTIME;RCVTIME
SUB;1604089152.3703346
SUBACK;1604089152.574273
1604089159.5393143;1604089159.5509934
1604089159.7899528;1604089159.8041568
1604089160.040291;1604089160.0496745
1604089160.2905893;1604089160.3066435
1604089160.5409806;1604089160.5560317
1604089160.7913089;1604089160.8100767
1604089161.0416043;1604089161.0505393
1604089161.2919402;1604089161.3147843
1604089161.5422273;1604089161.5549424
1604089161.7927592;1604089161.8050563
1604089162.043161;1604089162.0643492
1604089162.2934544;1604089162.3023863
1604089162.543864;1604089162.5531597
1604089162.7942333;1604089162.7990904
1604089163.0446086;1604089163.0603938
1604089163.294985;1604089163.3093696
1604089163.5454507;1604089163.553149
1604089163.7959363;1604089163.8088527
1604089164.0462127;1604089164.0598116
1604089164.2964554;1604089164.3007739
1604089164.5470073;1604089164.5606031
1604089164.7973979;1604089164.8057852
1604089165.0477586;1604089165.0549169
1604089165.298132;1604089165.302877
1604089165.5483167;1604089165.559909
1604089165.79868;1604089165.806976
1604089166.04899;1604089166.0549388
1604089166.2992473;1604089166.3110483
1604089166.5496855;1604089166.5557168
1604089166.8000822;1604089166.8051653
1604089167.0503068;1604089167.0565608
