SENDTIME;RCVTIME
SUB;1604089153.5384207
SUBACK;1604089153.7429953
1604089159.5393143;1604089159.5525239
1604089159.7899528;1604089159.8068082
1604089160.040291;1604089160.0520918
1604089160.2905893;1604089160.314829
1604089160.5409806;1604089160.556786
1604089160.7913089;1604089160.8002665
1604089161.0416043;1604089161.0530753
1604089161.2919402;1604089161.3004858
1604089161.5422273;1604089161.5501094
1604089161.7927592;1604089161.800583
1604089162.043161;1604089162.0625634
1604089162.2934544;1604089162.3057284
1604089162.543864;1604089162.5596151
1604089162.7942333;1604089162.8005867
1604089163.0446086;1604089163.057667
1604089163.294985;1604089163.305749
1604089163.5454507;1604089163.5541847
1604089163.7959363;1604089163.8040185
1604089164.0462127;1604089164.05831
1604089164.2964554;1604089164.3026648
1604089164.5470073;1604089164.5567572
1604089164.7973979;1604089164.8106122
1604089165.0477586;1604089165.0559385
1604089165.298132;1604089165.319341
1604089165.5483167;1604089165.563331
1604089165.79868;1604089165.80866
1604089166.04899;1604089166.0591073
1604089166.2992473;1604089166.3085697
1604089166.5496855;1604089166.566507
1604089166.8000822;1604089166.8098178
1604089167.0503068;1604089167.056804
