N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES	MQTT DATA
											
											
											
QOS SUBSCRIBE = 0											
QOS PUBLISH = -1											
											
											
1	31	12,0289332866669	0,0016242688702	0	4,20607280731201	19	0	0,012791757032403	0	5166	8559
1	35	12,2778580188751	0,001430402483259	0	0,200539827346802	15	0	0,012782687861039	0	5572	8947
1	34	12,0277206897736	0,001420203377219	0	8,21159291267395	16	0	0,012646362556692	0	5329	8585
1	34	11,277186870575	0,001462536699632	0	0,200724363327026	16	0	0,012632769081326	0	5368	8551
1	30	12,0269148349762	0,001535550753276	0	0,200800895690918	20	0	0,012619204797621	0	5154	8719
AVG	32,8	11,9277227401733	0,001494592436717		2,60394616127014	17,2		0,012694556265816		5317,8	8672,2
											
10	292	11,5113573074341	0,001121457180001	0	3,80621263980866	208	0	0,012773528701393	0	24989	44098
10	367	12,0124759674072	0,001152049755083	0	1,40222873687744	133	0	0,01276427996782	0	30572	52513
10	331	12,2642643451691	0,001436953795335	0	3,0043741941452	169	0	0,012592163429869	0	27997	47833
10	301	12,0142459869385	0,001199200177229	0	1,53578170140584	199	0	0,012578686159164	0	26667	45540
10	326	12,2614743709564	0,001141837040583	0	2,20326015949249	174	0	0,012565237706801	0	27397	47172
AVG	323,4	12,0127635955811	0,001210299589646		2,39037148634593	176,6		0,01265477919301		27524,4	47431,2
											
100	3350	12,2813746929169	0,008781460166783	0	2,29040945053101	1650	0	0,012744286919154	0	257422	461059
100	3327	12,2842528820038	0,009072999700935	0	1,99216723442078	1673	0	0,012734364967253	0	256668	456344
100	3241	12,2829558849335	0,009111324123542	0	2,37328933954239	1759	0	0,032335355927188	0	249493	444183
100	3352	12,2824048995972	0,009012554466234	0	2,32945276498795	1648	0	0,012673738697	0	257068	457907
100	3241	12,2778916358948	0,009189255279264	0	2,72771723270416	1759	0	0,012896728226355	0	249817	446663
AVG	3302,2	12,2817759990692	0,009033518747352		2,34260720443726	1697,8		0,01667689494739		254093,6	453231,2
											
QOS SUBSCRIBE = 0											
QOS PUBLISH = 0											
											
1	36	12,2787067890167	0,001544899410672	0	0,200644016265869	14	0	0,012882990223541	0	5828	8775
1	30	11,526510477066	0,001433118184408	0	0,200801610946655	20	0	0,012839729474678	0	5097	8259
1	32	12,2785151004791	0,001553624868393	0	8,21187734603882	18	0	0,012824198438507	0	5541	8985
1	33	11,0240657329559	0,001372077248313	0	0,200665235519409	17	0	0,013206450112412	0	5510	8735
1	29	12,2778780460358	0,001640500693486	0	0,200807571411133	21	0	0,012793248812901	0	4545	7016
AVG	32	11,8771352291107	0,001508844081054		1,80295915603638	18		0,012909323412408		5304,2	8354
											
10	320	12,2616248130798	0,001106601996511	0	1,80376286506653	180	0	0,012869180020336	0	29626	49419
10	319	12,260808467865	0,001159884205886	0	4,60618302822113	181	0	0,0127777299514	0	29231	48762
10	297	12,2604365348816	0,001137578472054	0	1,40263679027557	203	0	0,012762248694619	0	26289	43922
