N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
QOS SERVER = NON										
QOS CLIENT = NON										
										
										
1	43	12,3142931461334	0,005594070567641	0	2,8822820186615	7	0	0,496938775510204	0	6943
1	43	12,314192533493	0,005491944246514	0	0,012137413024902	7	0	0,392857142857143	0	6662
1	48	12,3143429756165	0,005472034215927	0	0,012312889099121	2	0	0,46530612244898	0	7389
1	45	12,063333272934	0,005549764633179	0	0,0132896900177	5	0	0,473469387755102	0	6871
1	47	11,8128893375397	0,005620388274497	0	0,012213468551636	3	0	0,469387755102041	0,043877551020408	7161
AVG			0,005545640387552		0,586447095870972	4,8		0,459591836734694	0,008775510204082	7005,2
										
10	462	12,3203597068787	0,010931571919361	0	0,258108043670654	38	0	0,894897959183673	0	37295
10	450	12,3203926086426	0,010349750673799	0	1,05696542263031	50	0	0,811224489795918	0,042857142857143	36311
10	468	12,3297338485718	0,010714508616735	0	0,011706233024597	32	0	0,897959183673469	0	37580
10	438	11,8186626434326	0,011314083686198	0	0,011690306663513	62	0	0,871428571428571	0	35225
10	442	12,3214364051819	0,010731679736582	0	0,011648297309876	58	0	0,796938775510204	0	35631
AVG			0,010808318926535		0,27002366065979	48		0,854489795918367	0,008571428571429	36408,4
										
100	4665	12,3803644180298	0,051375958466249	0	0,340423650741577	335	0	4,07448979591837	0,088775510204082	340759
100	4571	12,3827335834503	0,049858187813632	0	0,21353542804718	429	0	3,71938775510204	0,088775510204082	337358
100	4594	12,1332318782806	0,049953770501769	0	0,175064342021942	406	0	3,92040816326531	0,088775510204082	324401
100	4466	12,3867259025574	0,045129164732498	0	0,254214107990265	534	0	3,55510204081633	0,087755102040816	326453
100	4541	12,3840475082397	0,049552256729421	0	0,300631864070892	459	0	3,71632653061224	0,088775510204082	332062
AVG			0,049173867648714		0,256773878574371	432,6		3,79714285714286	0,088571428571429	332206,6
										
QOS SERVER = NON										
QOS CLIENT = CON										
										
1	49	14,3404936790466	0,098022310101256	0,612042465209961	0,012179136276245	1	0	0,482203389830509	0	10332
1	47	12,3437404632568	0,067372844574299	0,113870458602905	0,012771129608154	3	0	0,488135593220339	0	9968
1	46	13,1439733505249	0,358935190283734	0,392926182746887	0,012407302856445	4	0	0,430508474576271	0	9988
1	47	12,3434724807739	0,124242665919852	0,125858750343323	2,42416524887085	3	0	0,484745762711865	0	10035
1	48	12,339343547821	0,113842730720838	0,279366788864136	2,41964554786682	2	0	0,517796610169492	0	10284
AVG			0,152483148319996	0,304812929153442	0,976233673095703	2,6		0,480677966101695		10121,4
										
10	475	12,3636083602905	0,108727541791068	0,30334321975708	0,2990727186203	25	0	0,915254237288135	0	41243
10	468	12,3665738105774	0,146704422394435	0,242369856834412	0,011831164360046	32	0	0,957627118644068	0	40411
10	475	12,3745858669281	0,157038165569305	0,377948651313782	0,215180969238281	25	8	0,982905982905983	0	41597
10	468	12,364559173584	0,101861073601814	0,408810410499573	0,011664366722107	32	0	0,913675213675213	0,047863247863248	40667
10	469	12,3610110282898	0,166771802039374	0,50374397277832	0,753635621070862	31	6	0,963247863247863	0,048717948717949	41109
AVG			0,136220601079199	0,367243222236633	0,258276968002319	29		0,946542083152253	0,019316239316239	41005,4
										
100	4754	12,4416971206665	0,110097474469497	0,178077187538147	0,29283935546875	246	0	4,30769230769231	0,08974358974359	349218
100	4743	12,4439072608948	0,111000199681756	0,124219961166382	0,256808660030365	257	19	4,21965811965812	0,090598290598291	349998
100	4615	13,686948299408	0,230615526487917	0,522742872238159	0,383838131427765	385	122	4,27179487179487	0,08974358974359	351080
100	4617	20,3227407932282	0,391063648146243	0,568537974357605	0,213467190265656	383	67	4,5042735042735	0,090598290598291	344479
100	4759	12,4451448917389	0,099327685837393	0,120389566421509	0,248781440258026	241	0	4,27179487179487	0,090598290598291	350153
AVG			0,188420906924561	0,30279351234436	0,279146955490112	302,4		4,31504273504273	0,09025641025641	348985,6
