N.SUB	N.NOTIFY	TOT TIME	AVG PUB-TO-SUB TIME	AVG PUB-PUBACK TIME	AVG SUB-SUBACK TIME	LOST NOTIFY	DUPLICATED NOTIFY	BROKER CPU	BROKER RAM	TOTAL BYTES
QOS SERVER = NON										
QOS CLIENT = NON										
										
										
1	42	12,312504529953	0,005619083132063	0	0,012128353118897	8	0	0,438983050847457	0,056779661016949	6514
1	39	12,3169281482697	0,006043849847256	0	0,01244068145752	11	0	0,447413793103448	0	6101
1	38	12,0616662502289	0,005591103905126	0	0,01305365562439	12	0	0,427966101694915	0	6038
1	38	12,0619850158691	0,005256232462431	0	0,011910200119019	12	0	0,434482758620689	0	6377
1	44	12,0586605072021	0,005005251277577	0	0,012140274047852	6	0	0,452586206896551	0	7041
AVG			0,00550310412489		0,012334632873535	9,8		0,440286382232612	0,01135593220339	6414,2
										
10	427	12,3197999000549	0,012480329150729	0	1,00106291770935	73	0	0,962068965517241	0	34549
10	386	12,319881439209	0,011025438129616	0	0,011704897880554	114	0	0,747457627118644	0,057627118644068	31462
10	409	12,3177373409271	0,010228231472523	0	1,35664205551147	91	0	0,776271186440678	0,056779661016949	32195
10	408	12,3264760971069	0,011319113101488	0	0,716219282150268	92	0	0,871551724137931	0,05948275862069	33181
10	429	12,3303353786469	0,013029805200112	0	0,519554090499878	71	0	0,998275862068965	0	34736
AVG			0,011616583410894		0,721036648750305	88,2		0,871125073056692	0,034777907656341	33224,6
										
100	3838	12,1021118164063	0,044644260764687	0	0,555432324409485	1162	0	3,42627118644068	0,090677966101695	275191
100	4348	12,3496110439301	0,043275188445855	0	0,578780703544617	652	0	3,62051282051282	0,090598290598291	318628
100	4082	12,350311756134	0,040706276680969	0	0,72969476222992	918	0	3,19322033898305	0,090677966101695	299596
100	3767	12,3559415340424	0,048549709328867	0	0,439810674190521	1233	0	3,3948275862069	0,09051724137931	267600
100	4148	12,3525011539459	0,051374147976757	0	0,647745814323425	852	0	4,13217391304348	0,090434782608696	304985
AVG			0,045709916639427		0,590292855739593	963,4		3,55340116903738	0,090581249357937	293200
										
QOS SERVER = NON										
QOS CLIENT = CON										
										
1	44	13,7885985374451	0,211292304775932	0,544739699363708	2,26291656494141	6	0	0,482051282051282	0	9995
1	45	12,3376250267029	0,164358668857151	0,484256448745728	0,01294207572937	5	0	0,490598290598291	0	10203
1	49	12,3274734020233	0,161548721547029	0,908684482574463	7,26560640335083	1	0	0,447413793103448	0	10707
1	47	15,2006139755249	0,302244292928817	0,801093492507935	0,013397455215454	3	0	0,526724137931035	0	10280
1	48	12,3356189727783	0,163651878635089	0,265172157287598	0,012965440750122	2	0	0,484745762711865	0	10201
AVG			0,200619173348803	0,600789256095886	1,91356558799744	3,4		0,486306653279184		10277,2
										
10	447	13,7497210502625	0,452098401853016	1,13465088844299	0,309616422653198	53	4	0,93728813559322	0,061864406779661	38902
10	459	14,9495685100555	0,727809552696016	1,78914074420929	0,011645436286926	41	0	0,906779661016949	0,052542372881356	40670
10	447	15,0453653335571	0,383158383314572	0,604974727630615	0,857668209075928	53	0	1,08559322033898	0	39190
10	445	18,4660503864288	0,589037338796116	0,842935299873352	1,29707424640656	55	0	1,09568965517241	0	39205
10	453	13,9298412799835	0,321730104554267	0,57336953163147	0,848157453536987	47	4	1,03504273504273	0,05042735042735	40041
AVG			0,494766756242798	0,989014238357544	0,664832353591919	49,8	1,6	1,01207868143286	0,032966826017674	39601,6
										
100	4344	14,4046947956085	0,398347094212535	1,10187614440918	0,432635681629181	656	157	3,89568965517241	0,09051724137931	332581
100	4433	13,3128161430359	0,56388610976554	1,10541121482849	0,506553912649349	567	25	3,6008547008547	0,08974358974359	328459
100	4434	12,4451386928558	0,256643756440368	0,651753058433533	0,686026768250899	566	56	3,97881355932203	0,086440677966102	322380
100	4464	27,9114751815796	0,656441806227315	0,711407995223999	0,642411708831787	536	0	4,16034482758621	0,089655172413793	319650
100	4431	14,0340504646301	0,293674169039248	0,842609372138977	0,558773794174194	569	75	4,14310344827586	0,09051724137931	334041
AVG			0,433798587137001	0,882611557006836	0,565280373107082	578,8	62,6	3,95576123824224	0,089374784576421	327422,2
